TankNumber,SampleDate,SampleNumber,SubstrateType,TileNumber,FilterNumber,FilterWt,DryWt,AshedWt,AFDM,FilterVol,AFDMadjbyVol,GrowthPeriod,AFDMadjPerMperD,TadpolePDensity,MFDensity,FinalMFCount,Treatment
1,8/11/2010,S2,BottomTile,13,1,0.0353,0.0376,0.0365,0.0011,60,0.0011,8,0.021660365,0,0,0,none
1,8/11/2010,S2,BottomTile,18,1,0.0351,0.0388,0.037,0.0018,60,0.0018,8,0.035444234,0,0,0,none
1,8/11/2010,S2,ShelfTile,26,1,0.0354,0.0372,0.0363,0.0009,60,0.0009,8,0.017722117,0,0,0,none
1,8/11/2010,S2,ShelfTile,27,1,0.0348,0.0365,0.0356,0.0009,60,0.0009,8,0.017722117,0,0,0,none
1,8/11/2010,S2,ShelfTile,28,1,0.0353,0.0371,0.0361,0.001,60,0.001,8,0.019691241,0,0,0,none
1,8/11/2010,S2,ShelfTile,29,1,0.0345,0.0368,0.0356,0.0012,60,0.0012,8,0.02362949,0,0,0,none
1,8/16/2010,S3,BottomTile,1,1,0.1251,0.128,0.1264,0.0016,60,0.0016,5,0.050409578,0,0,0,none
1,8/16/2010,S3,BottomTile,2,1,0.1231,0.127,0.1251,0.0019,30,0.0038,21,0.028505416,0,0,0,none
1,8/16/2010,S3,BottomTile,3,1,0.1252,0.13,0.1278,0.0022,60,0.0022,5,0.06931317,0,0,0,none
1,8/16/2010,S3,BottomTile,4,1,0.1261,0.1491,0.1409,0.0082,60,0.0082,21,0.061511687,0,0,0,none
1,8/16/2010,S3,BottomTile,5,1,0.1245,0.1342,0.13,0.0042,60,0.0042,13,0.050894285,0,0,0,none
1,8/15/2010,S3,BottomTile,6,1,0.126,0.1562,0.146,0.0102,60,0.0102,20,0.080340265,0,0,0,none
1,8/15/2010,S3,BottomTile,7,1,0.1247,0.1424,0.1372,0.0052,60,0.0052,20,0.040957782,0,0,0,none
1,8/16/2010,S3,BottomTile,8,1,0.1238,0.1266,0.1248,0.0018,60,0.0018,5,0.056710775,0,0,0,none
1,8/16/2010,S3,BottomTile,9,1,0.1238,0.126,0.1249,0.0011,60,0.0011,13,0.013329456,0,0,0,none
1,8/16/2010,S3,BottomTile,10,1,0.1252,0.1464,0.1398,0.0066,60,0.0066,21,0.049509407,0,0,0,none
1,8/15/2010,S3,BottomTile,11,1,0.1262,0.1396,0.1349,0.0047,60,0.0047,20,0.037019534,0,0,0,none
1,8/15/2010,S3,BottomTile,12,1,0.125,0.1352,0.1316,0.0036,60,0.0036,20,0.028355388,0,0,0,none
1,8/16/2010,S3,BottomTile,13,1,0.1256,0.1289,0.1274,0.0015,60,0.0015,5,0.047258979,0,0,0,none
1,8/15/2010,S3,BottomTile,14,1,0.1255,0.1421,0.1364,0.0057,60,0.0057,20,0.04489603,0,0,0,none
1,8/16/2010,S3,BottomTile,15,1,0.1236,0.1316,0.1287,0.0029,60,0.0029,21,0.021754133,0,0,0,none
1,8/15/2010,S3,BottomTile,16,1,0.1248,0.1408,0.1354,0.0054,60,0.0054,20,0.042533081,0,0,0,none
1,8/16/2010,S3,BottomTile,17,1,0.1251,0.136,0.1328,0.0032,60,0.0032,21,0.024004561,0,0,0,none
1,8/16/2010,S3,BottomTile,18,1,0.1244,0.1312,0.1286,0.0026,60,0.0026,5,0.081915564,0,0,0,none
1,8/15/2010,S3,BottomTile,19,1,0.126,0.1353,0.1317,0.0036,60,0.0036,7,0.081015393,0,0,0,none
1,8/16/2010,S3,BottomTile,20,1,0.1264,0.1329,0.1306,0.0023,60,0.0023,13,0.02787068,0,0,0,none
1,8/15/2010,S3,BottomTile,21,1,0.1253,0.147,0.1402,0.0068,60,0.0068,20,0.053560176,0,0,0,none
1,8/15/2010,S3,BottomTile,22,1,0.1254,0.1494,0.1412,0.0082,60,0.0082,20,0.064587272,0,0,0,none
1,8/16/2010,S3,BottomTile,23,1,0.1261,0.1282,0.1267,0.0015,60,0.0015,13,0.01817653,0,0,0,none
1,8/15/2010,S3,BottomTile,24,1,0.1243,0.1387,0.1343,0.0044,60,0.0044,20,0.034656585,0,0,0,none
1,8/16/2010,S3,BottomTile,25,1,0.1261,0.1324,0.1296,0.0028,60,0.0028,13,0.033929524,0,0,0,none
1,8/16/2010,S3,ShelfTile,26,1,0.1238,0.127,0.1255,0.0015,60,0.0015,5,0.047258979,0,0,0,none
1,8/16/2010,S3,ShelfTile,27,1,0.1235,0.1261,0.1249,0.0012,60,0.0012,5,0.037807183,0,0,0,none
1,8/16/2010,S3,ShelfTile,28,1,0.1245,0.1268,0.1261,0.0007,60,0.0007,5,0.02205419,0,0,0,none
1,8/16/2010,S3,ShelfTile,29,1,0.1255,0.1298,0.128,0.0018,60,0.0018,5,0.056710775,0,0,0,none
1,8/16/2010,S3,ShelfTile,30,1,0.1252,0.1271,0.126,0.0011,45,0.001466667,13,0.017772608,0,0,0,none
2,8/3/2010,S1,BottomTile,1,1,0.1199,0.1256,0.1226,0.003,60,0.003,8,0.059073724,0,250,0,mayflies
2,8/3/2010,S1,BottomTile,3,1,0.1193,0.1335,0.1283,0.0052,60,0.0052,8,0.102394455,0,250,0,mayflies
2,8/3/2010,S1,BottomTile,5,1,0.1195,0.1262,0.1233,0.0029,60,0.0029,8,0.0571046,0,250,0,mayflies
2,8/3/2010,S1,BottomTile,7,1,0.1203,0.129,0.1255,0.0035,60,0.0035,8,0.068919345,0,250,0,mayflies
2,8/3/2010,S1,BottomTile,12,1,0.1209,0.135,0.1297,0.0053,60,0.0053,8,0.104363579,0,250,0,mayflies
2,8/3/2010,S1,BottomTile,17,1,0.1203,0.1321,0.1274,0.0047,60,0.0047,8,0.092548834,0,250,0,mayflies
2,8/3/2010,S1,BottomTile,19,1,0.1197,0.1301,0.1252,0.0049,60,0.0049,8,0.096487083,0,250,0,mayflies
2,8/3/2010,S1,BottomTile,21,1,0.1187,0.1399,0.1327,0.0072,60,0.0072,8,0.141776938,0,250,0,mayflies
2,8/3/2010,S1,BottomTile,23,1,0.1195,0.1325,0.1276,0.0049,60,0.0049,8,0.096487083,0,250,0,mayflies
2,8/3/2010,S1,BottomTile,24,1,0.1207,0.1264,0.1241,0.0023,60,0.0023,8,0.045289855,0,250,0,mayflies
2,8/3/2010,S1,BottomTile,26,1,0.1184,0.1288,0.1248,0.004,60,0.004,8,0.078764965,0,250,0,mayflies
2,8/3/2010,S1,ShelfTile,27,1,0.1198,0.1292,0.1254,0.0038,60,0.0038,8,0.074826717,0,250,0,mayflies
2,8/3/2010,S1,ShelfTile,28,1,0.1183,0.1308,0.1264,0.0044,60,0.0044,8,0.086641462,0,250,0,mayflies
2,8/3/2010,S1,ShelfTile,29,1,0.1174,0.1211,0.1192,0.0019,60,0.0019,8,0.037413359,0,250,0,mayflies
2,8/3/2010,S1,ShelfTile,30,1,0.1186,0.124,0.1215,0.0025,60,0.0025,8,0.049228103,0,250,0,mayflies
2,8/11/2010,S2,BottomTile,3,1,0.0345,0.041,0.0384,0.0026,60,0.0026,8,0.051197227,0,250,0,mayflies
2,8/11/2010,S2,BottomTile,7,1,0.0342,0.0399,0.0377,0.0022,60,0.0022,8,0.043320731,0,250,0,mayflies
2,8/11/2010,S2,BottomTile,7,2,0.0352,0.0408,0.0381,0.0027,60,0.0027,8,0.053166352,0,250,0,mayflies
2,8/11/2010,S2,BottomTile,12,1,0.034,0.038,0.0361,0.0019,60,0.0019,8,0.037413359,0,250,0,mayflies
2,8/11/2010,S2,BottomTile,23,1,0.0383,0.0433,0.0411,0.0022,60,0.0022,8,0.043320731,0,250,0,mayflies
2,8/11/2010,S2,ShelfTile,26,1,0.0351,0.0393,0.0379,0.0014,60,0.0014,8,0.027567738,0,250,0,mayflies
2,8/11/2010,S2,ShelfTile,27,1,0.0366,0.0396,0.0388,0.0008,60,0.0008,8,0.015752993,0,250,0,mayflies
2,8/11/2010,S2,ShelfTile,28,1,0.035,0.0387,0.0373,0.0014,60,0.0014,8,0.027567738,0,250,0,mayflies
2,8/11/2010,S2,ShelfTile,29,1,0.0355,0.0387,0.037,0.0017,60,0.0017,8,0.03347511,0,250,0,mayflies
2,8/16/2010,S3,BottomTile,1,1,0.1245,0.1322,0.1291,0.0031,60,0.0031,13,0.03756483,0,250,0,mayflies
2,8/16/2010,S3,BottomTile,2,1,0.1221,0.1422,0.1357,0.0065,60,0.0065,21,0.048759264,0,250,0,mayflies
2,8/16/2010,S3,BottomTile,2,2,0.1248,0.1474,0.1407,0.0067,60,0.0067,21,0.050259549,0,250,0,mayflies
2,8/16/2010,S3,BottomTile,3,1,0.1267,0.1326,0.1303,0.0023,30,0.0046,5,0.144927536,0,250,0,mayflies
2,8/16/2010,S3,BottomTile,4,1,0.1255,0.1518,0.1442,0.0076,60,0.0076,5,0.239445495,0,250,0,mayflies
2,8/16/2010,S3,BottomTile,5,1,0.1235,0.1284,0.1264,0.002,60,0.002,5,0.063011972,0,250,0,mayflies
2,8/16/2010,S3,BottomTile,6,1,0.1242,0.157,0.147,0.01,30,0.02,21,0.150028505,0,250,0,mayflies
2,8/15/2010,S3,BottomTile,8,1,0.1265,0.136,0.1332,0.0028,60,0.0028,20,0.02205419,0,250,0,mayflies
2,8/15/2010,S3,BottomTile,9,1,0.1256,0.1442,0.1388,0.0054,32,0.010125,20,0.079749527,0,250,0,mayflies
2,8/16/2010,S3,BottomTile,10,1,0.1251,0.1784,0.1618,0.0166,60,0.0166,21,0.124523659,0,250,0,mayflies
2,8/15/2010,S3,BottomTile,11,1,0.124,0.1477,0.1399,0.0078,60,0.0078,20,0.061436673,0,250,0,mayflies
2,8/16/2010,S3,BottomTile,12,1,0.1236,0.1286,0.1264,0.0022,60,0.0022,5,0.06931317,0,250,0,mayflies
2,8/15/2010,S3,BottomTile,13,1,0.1238,0.1529,0.1445,0.0084,60,0.0084,4,0.330812854,0,250,0,mayflies
2,8/15/2010,S3,BottomTile,14,1,0.1266,0.1528,0.1455,0.0073,60,0.0073,20,0.057498425,0,250,0,mayflies
2,8/16/2010,S3,BottomTile,15,1,0.1252,0.1804,0.1637,0.0167,59,0.016983051,21,0.127397087,0,250,0,mayflies
2,8/15/2010,S3,BottomTile,16,1,0.1245,0.1637,0.1613,0.0024,60,0.0024,20,0.018903592,0,250,0,mayflies
2,8/16/2010,S3,BottomTile,17,2,0.1232,0.1278,0.1257,0.0021,60,0.0021,13,0.025447143,0,250,0,mayflies
2,8/16/2010,S3,BottomTile,17,1,0.1254,0.1604,0.1491,0.0113,60,0.0113,13,0.136929863,0,250,0,mayflies
2,8/16/2010,S3,BottomTile,18,1,0.1239,0.1915,0.1711,0.0204,59,0.020745763,5,0.653615712,0,250,0,mayflies
2,8/15/2010,S3,BottomTile,20,1,0.124,0.1727,0.1592,0.0135,60,0.0135,20,0.106332703,0,250,0,mayflies
2,8/16/2010,S3,BottomTile,21,2,0.1257,0.1403,0.1348,0.0055,60,0.0055,13,0.066647278,0,250,0,mayflies
2,8/16/2010,S3,BottomTile,21,1,0.1228,0.1696,0.155,0.0146,60,0.0146,13,0.17691823,0,250,0,mayflies
2,8/16/2010,S3,BottomTile,22,1,0.1242,0.1374,0.1333,0.0041,60,0.0041,21,0.030755844,0,250,0,mayflies
2,8/16/2010,S3,BottomTile,23,1,0.1241,0.1332,0.1293,0.0039,60,0.0039,5,0.122873346,0,250,0,mayflies
2,8/16/2010,S3,BottomTile,24,1,0.1261,0.1616,0.1496,0.012,60,0.012,13,0.145412244,0,250,0,mayflies
2,8/15/2010,S3,BottomTile,25,1,0.1219,0.1696,0.1559,0.0137,59,0.013932203,20,0.109736952,0,250,0,mayflies
2,8/16/2010,S3,ShelfTile,19,1,0.1242,0.1326,0.129,0.0036,60,0.0036,13,0.043623673,0,250,0,mayflies
2,8/16/2010,S3,ShelfTile,26,1,0.1235,0.1364,0.1322,0.0042,60,0.0042,5,0.132325142,0,250,0,mayflies
2,8/16/2010,S3,ShelfTile,27,1,0.1246,0.1301,0.1274,0.0027,60,0.0027,5,0.085066163,0,250,0,mayflies
2,8/16/2010,S3,ShelfTile,28,1,0.1255,0.1307,0.1292,0.0015,60,0.0015,5,0.047258979,0,250,0,mayflies
2,8/16/2010,S3,ShelfTile,29,1,0.123,0.1323,0.1297,0.0026,60,0.0026,5,0.081915564,0,250,0,mayflies
2,8/16/2010,S3,ShelfTile,30,1,0.1241,0.1364,0.1321,0.0043,45,0.005733333,5,0.180634321,0,250,0,mayflies
3,8/3/2010,S1,BottomTile,1,1,0.1196,0.1221,0.1206,0.0015,60,0.0015,8,0.029536862,16,0,0,tadpoles
3,8/3/2010,S1,BottomTile,2,1,0.1212,0.1266,0.1243,0.0023,60,0.0023,8,0.045289855,16,0,0,tadpoles
3,8/3/2010,S1,BottomTile,3,1,0.1199,0.1234,0.1215,0.0019,60,0.0019,8,0.037413359,16,0,0,tadpoles
3,8/3/2010,S1,BottomTile,6,1,0.1186,0.1213,0.1201,0.0012,60,0.0012,8,0.02362949,16,0,0,tadpoles
3,8/3/2010,S1,BottomTile,8,1,0.1191,0.1221,0.1205,0.0016,60,0.0016,8,0.031505986,16,0,0,tadpoles
3,8/3/2010,S1,BottomTile,9,1,0.1208,0.1243,0.1227,0.0016,60,0.0016,8,0.031505986,16,0,0,tadpoles
3,8/3/2010,S1,BottomTile,15,1,0.1188,0.1228,0.1213,0.0015,60,0.0015,8,0.029536862,16,0,0,tadpoles
3,8/3/2010,S1,BottomTile,16,1,0.1191,0.1258,0.1234,0.0024,60,0.0024,8,0.047258979,16,0,0,tadpoles
3,8/3/2010,S1,BottomTile,20,1,0.121,0.1266,0.1248,0.0018,60,0.0018,8,0.035444234,16,0,0,tadpoles
3,8/3/2010,S1,BottomTile,24,1,0.1192,0.1244,0.122,0.0024,60,0.0024,8,0.047258979,16,0,0,tadpoles
3,8/3/2010,S1,ShelfTile,26,1,0.1192,0.1266,0.1241,0.0025,60,0.0025,8,0.049228103,16,0,0,tadpoles
3,8/3/2010,S1,ShelfTile,27,1,0.1203,0.1248,0.1231,0.0017,60,0.0017,8,0.03347511,16,0,0,tadpoles
3,8/3/2010,S1,ShelfTile,28,1,0.1208,0.1297,0.1278,0.0019,60,0.0019,8,0.037413359,16,0,0,tadpoles
3,8/3/2010,S1,ShelfTile,29,1,0.1212,0.1249,0.1232,0.0017,60,0.0017,8,0.03347511,16,0,0,tadpoles
3,8/11/2010,S2,BottomTile,1,1,0.0355,0.0376,0.0372,0.0004,60,0.0004,8,0.007876497,16,0,0,tadpoles
3,8/11/2010,S2,BottomTile,8,1,0.0351,0.0388,0.0376,0.0012,60,0.0012,8,0.02362949,16,0,0,tadpoles
3,8/11/2010,S2,BottomTile,9,1,0.0376,0.0411,0.0398,0.0013,60,0.0013,8,0.025598614,16,0,0,tadpoles
3,8/11/2010,S2,BottomTile,15,1,0.0355,0.0387,0.0372,0.0015,60,0.0015,8,0.029536862,16,0,0,tadpoles
3,8/11/2010,S2,BottomTile,16,1,0.0342,0.0374,0.036,0.0014,60,0.0014,8,0.027567738,16,0,0,tadpoles
3,8/11/2010,S2,ShelfTile,26,1,0.0348,0.0403,0.0385,0.0018,60,0.0018,8,0.035444234,16,0,0,tadpoles
3,8/17/2010,S3,BottomTile,1,1,0.1279,0.1334,0.1316,0.0018,60,0.0018,6,0.047258979,16,0,0,tadpoles
3,8/17/2010,S3,BottomTile,2,1,0.126,0.13,0.1286,0.0014,60,0.0014,14,0.015752993,16,0,0,tadpoles
3,8/17/2010,S3,BottomTile,3,1,0.1271,0.1493,0.1428,0.0065,60,0.0065,14,0.073138896,16,0,0,tadpoles
3,8/17/2010,S3,BottomTile,4,1,0.125,0.1343,0.1319,0.0024,60,0.0024,22,0.017185083,16,0,0,tadpoles
3,8/17/2010,S3,BottomTile,5,1,0.1271,0.1355,0.133,0.0025,30,0.005,22,0.035802257,16,0,0,tadpoles
3,8/17/2010,S3,BottomTile,6,1,0.1256,0.1344,0.1314,0.003,60,0.003,14,0.033756414,16,0,0,tadpoles
3,8/15/2010,S3,BottomTile,7,1,0.1251,0.1385,0.135,0.0035,60,0.0035,20,0.027567738,16,0,0,tadpoles
3,8/16/2010,S3,BottomTile,8,1,0.1286,0.1323,0.1307,0.0016,60,0.0016,5,0.050409578,16,0,0,tadpoles
3,8/16/2010,S3,BottomTile,9,1,0.1245,0.1312,0.1294,0.0018,60,0.0018,5,0.056710775,16,0,0,tadpoles
3,8/17/2010,S3,BottomTile,10,1,0.1239,0.1393,0.1356,0.0037,60,0.0037,22,0.02649367,16,0,0,tadpoles
3,8/17/2010,S3,BottomTile,11,1,0.1257,0.1346,0.1319,0.0027,60,0.0027,22,0.019333219,16,0,0,tadpoles
3,8/17/2010,S3,BottomTile,12,1,0.1263,0.1345,0.1318,0.0027,60,0.0027,22,0.019333219,16,0,0,tadpoles
3,8/15/2010,S3,BottomTile,13,1,0.1251,0.133,0.1304,0.0026,60,0.0026,20,0.020478891,16,0,0,tadpoles
3,8/15/2010,S3,BottomTile,14,1,0.1243,0.1396,0.1345,0.0051,60,0.0051,20,0.040170132,16,0,0,tadpoles
3,8/16/2010,S3,BottomTile,15,1,0.1256,0.1356,0.1325,0.0031,60,0.0031,5,0.097668557,16,0,0,tadpoles
3,8/17/2010,S3,BottomTile,16,1,0.1242,0.13,0.1278,0.0022,60,0.0022,6,0.057760975,16,0,0,tadpoles
3,8/15/2010,S3,BottomTile,17,1,0.1246,0.1331,0.1308,0.0023,60,0.0023,20,0.018115942,16,0,0,tadpoles
3,8/15/2010,S3,BottomTile,18,1,0.1237,0.1313,0.1291,0.0022,60,0.0022,20,0.017328292,16,0,0,tadpoles
3,8/15/2010,S3,BottomTile,19,1,0.1241,0.1426,0.1383,0.0043,60,0.0043,20,0.033868935,16,0,0,tadpoles
3,8/17/2010,S3,BottomTile,20,1,0.1249,0.1407,0.1361,0.0046,60,0.0046,14,0.051759834,16,0,0,tadpoles
3,8/15/2010,S3,BottomTile,21,1,0.1232,0.1399,0.1353,0.0046,60,0.0046,20,0.036231884,16,0,0,tadpoles
3,8/15/2010,S3,BottomTile,22,1,0.1262,0.1442,0.1401,0.0041,60,0.0041,20,0.032293636,16,0,0,tadpoles
3,8/15/2010,S3,BottomTile,23,1,0.1266,0.1387,0.1351,0.0036,60,0.0036,20,0.028355388,16,0,0,tadpoles
3,8/17/2010,S3,BottomTile,24,1,0.1259,0.1343,0.1322,0.0021,60,0.0021,14,0.02362949,16,0,0,tadpoles
3,8/15/2010,S3,BottomTile,25,1,0.1238,0.1325,0.1298,0.0027,60,0.0027,20,0.021266541,16,0,0,tadpoles
3,8/17/2010,S3,ShelfTile,26,1,0.1249,0.132,0.1298,0.0022,60,0.0022,6,0.057760975,16,0,0,tadpoles
3,8/17/2010,S3,ShelfTile,27,1,0.1246,0.1292,0.1278,0.0014,60,0.0014,6,0.036756984,16,0,0,tadpoles
3,8/17/2010,S3,ShelfTile,28,1,0.1248,0.1334,0.1309,0.0025,60,0.0025,6,0.065637471,16,0,0,tadpoles
3,8/17/2010,S3,ShelfTile,29,1,0.1261,0.1305,0.129,0.0015,60,0.0015,6,0.039382483,16,0,0,tadpoles
3,8/17/2010,S3,ShelfTile,30,1,0.1248,0.1267,0.1257,0.001,45,0.001333333,6,0.035006651,16,0,0,tadpoles
4,8/3/2010,S1,BottomTile,1,1,0.1198,0.1521,0.1407,0.0114,60,0.0114,8,0.224480151,16,250,18,both
4,8/3/2010,S1,BottomTile,8,1,0.1249,0.1526,0.1427,0.0099,60,0.0099,8,0.194943289,16,250,18,both
4,8/3/2010,S1,BottomTile,11,1,0.1195,0.1551,0.1438,0.0113,60,0.0113,8,0.222511027,16,250,18,both
4,8/3/2010,S1,BottomTile,12,1,0.1236,0.1391,0.1346,0.0045,60,0.0045,8,0.088610586,16,250,18,both
4,8/3/2010,S1,BottomTile,14,1,0.1235,0.1389,0.1335,0.0054,60,0.0054,8,0.106332703,16,250,18,both
4,8/3/2010,S1,BottomTile,15,1,0.1238,0.1454,0.1381,0.0073,60,0.0073,8,0.143746062,16,250,18,both
4,8/3/2010,S1,BottomTile,16,1,0.1191,0.1265,0.1241,0.0024,60,0.0024,8,0.047258979,16,250,18,both
4,8/3/2010,S1,BottomTile,17,1,0.1241,0.1446,0.1386,0.006,60,0.006,8,0.118147448,16,250,18,both
4,8/3/2010,S1,BottomTile,20,1,0.1245,0.1466,0.1399,0.0067,60,0.0067,8,0.131931317,16,250,18,both
4,8/3/2010,S1,BottomTile,22,1,0.1203,0.1625,0.149,0.0135,60,0.0135,8,0.265831758,16,250,18,both
4,8/3/2010,S1,ShelfTile,26,1,0.1238,0.1328,0.1306,0.0022,60,0.0022,8,0.043320731,16,250,18,both
4,8/3/2010,S1,ShelfTile,27,1,0.1228,0.14,0.1348,0.0052,60,0.0052,8,0.102394455,16,250,18,both
4,8/3/2010,S1,ShelfTile,28,1,0.1243,0.1445,0.139,0.0055,60,0.0055,8,0.108301827,16,250,18,both
4,8/3/2010,S1,ShelfTile,29,1,0.1241,0.1638,0.155,0.0088,60,0.0088,8,0.173282924,16,250,18,both
4,8/3/2010,S1,ShelfTile,30,1,0.1243,0.1361,0.1328,0.0033,60,0.0033,8,0.064981096,16,250,18,both
4,8/11/2010,S2,BottomTile,1,1,0.0349,0.0518,0.0478,0.004,60,0.004,8,0.078764965,16,250,18,both
4,8/11/2010,S2,BottomTile,11,1,0.0345,0.0468,0.043,0.0038,60,0.0038,8,0.074826717,16,250,18,both
4,8/11/2010,S2,BottomTile,12,1,0.034,0.0426,0.0402,0.0024,60,0.0024,8,0.047258979,16,250,18,both
4,8/11/2010,S2,BottomTile,16,1,0.0345,0.0411,0.0369,0.0042,60,0.0042,8,0.082703214,16,250,18,both
4,8/11/2010,S2,BottomTile,17,1,0.034,0.0455,0.0417,0.0038,60,0.0038,8,0.074826717,16,250,18,both
4,8/12/2010,S2,ShelfTile,26,1,0.0343,0.0381,0.0375,0.0006,60,0.0006,9,0.010501995,16,250,18,both
4,8/11/2010,S2,ShelfTile,29,1,0.0337,0.0817,0.0723,0.0094,60,0.0094,8,0.185097669,16,250,18,both
4,8/17/2010,S3,BottomTile,2,1,0.1258,0.2115,0.1863,0.0252,60,0.0252,22,0.180443375,16,250,18,both
4,8/16/2010,S3,BottomTile,3,1,0.1245,0.138,0.134,0.004,60,0.004,21,0.030005701,16,250,18,both
4,8/17/2010,S3,BottomTile,4,2,0.1251,0.2203,0.1934,0.0269,60,0.0269,22,0.192616143,16,250,18,both
4,8/16/2010,S3,BottomTile,5,1,0.1259,0.228,0.2006,0.0274,60,0.0274,22,0.196196368,16,250,18,both
4,8/17/2010,S3,BottomTile,6,1,0.1242,0.211,0.1855,0.0255,59,0.025932203,22,0.185686282,16,250,18,both
4,8/17/2010,S3,BottomTile,6,2,0.1243,0.1341,0.1308,0.0033,60,0.0033,22,0.02362949,16,250,18,both
4,8/17/2010,S3,BottomTile,7,1,0.1253,0.2231,0.1982,0.0249,60,0.0249,5,0.784499055,16,250,18,both
4,8/17/2010,S3,BottomTile,8,1,0.1267,0.2348,0.204,0.0308,59,0.031322034,14,0.352439845,16,250,18,both
4,8/17/2010,S3,BottomTile,9,1,0.1245,0.2014,0.1822,0.0192,30,0.0384,22,0.274961334,16,250,18,both
4,8/16/2010,S3,BottomTile,10,1,0.1252,0.1994,0.181,0.0184,60,0.0184,21,0.138026225,16,250,18,both
4,8/17/2010,S3,BottomTile,11,1,0.1247,0.1447,0.1386,0.0061,60,0.0061,6,0.16015543,16,250,18,both
4,8/17/2010,S3,BottomTile,13,2,0.1238,0.1307,0.1281,0.0026,60,0.0026,22,0.018617174,16,250,18,both
4,8/17/2010,S3,BottomTile,13,1,0.1252,0.1935,0.1756,0.0179,60,0.0179,22,0.12817208,16,250,18,both
4,8/17/2010,S3,BottomTile,14,1,0.1244,0.1732,0.1594,0.0138,60,0.0138,5,0.434782609,16,250,18,both
4,8/17/2010,S3,BottomTile,15,1,0.1263,0.1975,0.1767,0.0208,59,0.021152542,14,0.238011324,16,250,18,both
4,8/17/2010,S3,BottomTile,16,1,0.1233,0.1375,0.1328,0.0047,60,0.0047,5,0.148078135,16,250,18,both
4,8/17/2010,S3,BottomTile,17,1,0.1269,0.156,0.1477,0.0083,60,0.0083,6,0.217916404,16,250,18,both
4,8/17/2010,S3,BottomTile,18,1,0.1255,0.2085,0.184,0.0245,60,0.0245,22,0.175431059,16,250,18,both
4,8/17/2010,S3,BottomTile,19,1,0.1251,0.214,0.1898,0.0242,60,0.0242,22,0.173282924,16,250,18,both
4,8/17/2010,S3,BottomTile,20,2,0.1252,0.1344,0.1313,0.0031,60,0.0031,22,0.022197399,16,250,18,both
4,8/17/2010,S3,BottomTile,20,1,0.1264,0.1818,0.166,0.0158,60,0.0158,22,0.113135132,16,250,18,both
4,8/17/2010,S3,BottomTile,22,1,0.1264,0.2328,0.2035,0.0293,60,0.0293,14,0.329687641,16,250,18,both
4,8/17/2010,S3,BottomTile,23,1,0.1251,0.2598,0.2248,0.035,60,0.035,5,1.102709515,16,250,18,both
4,8/17/2010,S3,BottomTile,24,1,0.1234,0.1879,0.1696,0.0183,60,0.0183,22,0.131036261,16,250,18,both
