"LakeName","SampleNumber","CageNumber","ExperimentalAFDM","TadDens","MFDens","Silt","Radiation","GenusSpp","MFLength"
"LeConte","S4",1,4.0e-03,20,125,0.00,1950,"Ameletus spp.",10.60
"LeConte","S4",1,4.0e-03,20,125,0.00,1950,"Ameletus spp.",10.40
"LeConte","S4",1,4.0e-03,20,125,0.00,1950,"Ameletus spp.",9.30
"LeConte","S4",1,4.0e-03,20,125,0.00,1950,"Ameletus spp.",9.90
"LeConte","S4",1,4.0e-03,20,125,0.00,1950,"Ameletus spp.",9.70
"LeConte","S4",1,4.0e-03,20,125,0.00,1950,"Ameletus spp.",6.20
"LeConte","S4",2,4.5e-03,2,125,100.00,1950,"Ameletus spp.",9.10
"LeConte","S4",2,4.5e-03,2,125,100.00,1950,"Ameletus spp.",11.20
"LeConte","S4",2,4.5e-03,2,125,100.00,1950,"Ameletus spp.",9.80
"LeConte","S4",2,4.5e-03,2,125,100.00,1950,"Ameletus spp.",9.80
"LeConte","S4",2,4.5e-03,2,125,100.00,1950,"Ameletus spp.",11.00
"LeConte","S4",2,4.5e-03,2,125,100.00,1950,"Ameletus spp.",10.30
"LeConte","S4",2,4.5e-03,2,125,100.00,1950,"Ameletus spp.",10.50
"LeConte","S4",2,4.5e-03,2,125,100.00,1950,"Ameletus spp.",9.80
"LeConte","S4",2,4.5e-03,2,125,100.00,1950,"Ameletus spp.",9.40
"LeConte","S4",2,4.5e-03,2,125,100.00,1950,"Ameletus spp.",9.30
"LeConte","S4",2,4.5e-03,2,125,100.00,1950,"Ameletus spp.",10.30
"LeConte","S4",2,4.5e-03,2,125,100.00,1950,"Ameletus spp.",8.80
"LeConte","S4",2,4.5e-03,2,125,100.00,1950,"Ameletus spp.",9.00
"LeConte","S4",2,4.5e-03,2,125,100.00,1950,"Ameletus spp.",10.30
"LeConte","S4",2,4.5e-03,2,125,100.00,1950,"Ameletus spp.",11.00
"LeConte","S4",2,4.5e-03,2,125,100.00,1950,"Ameletus spp.",10.70
"LeConte","S4",2,4.5e-03,2,125,100.00,1950,"Ameletus spp.",11.30
"LeConte","S4",2,4.5e-03,2,125,100.00,1950,"Ameletus spp.",11.20
"LeConte","S4",2,4.5e-03,2,125,100.00,1950,"Ameletus spp.",10.80
"LeConte","S4",2,4.5e-03,2,125,100.00,1950,"Ameletus spp.",11.10
"LeConte","S4",2,4.5e-03,2,125,100.00,1950,"Ameletus spp.",9.90
"LeConte","S4",2,4.5e-03,2,125,100.00,1950,"Ameletus spp.",11.80
"LeConte","S4",2,4.5e-03,2,125,100.00,1950,"Ameletus spp.",9.30
"LeConte","S4",2,4.5e-03,2,125,100.00,1950,"Ameletus spp.",10.20
"LeConte","S4",2,4.5e-03,2,125,100.00,1950,"Ameletus spp.",10.50
"LeConte","S4",2,4.5e-03,2,125,100.00,1950,"Ameletus spp.",10.40
"LeConte","S4",2,4.5e-03,2,125,100.00,1950,"Ameletus spp.",10.30
"LeConte","S4",2,4.5e-03,2,125,100.00,1950,"Ameletus spp.",11.30
"LeConte","S4",2,4.5e-03,2,125,100.00,1950,"Ameletus spp.",10.00
"LeConte","S4",2,4.5e-03,2,125,100.00,1950,"Ameletus spp.",10.80
"LeConte","S4",4,3.6e-03,0,125,62.50,1950,"Ameletus spp.",7.90
"LeConte","S4",4,3.6e-03,0,125,62.50,1950,"Ameletus spp.",9.50
"LeConte","S4",4,3.6e-03,0,125,62.50,1950,"Ameletus spp.",8.50
"LeConte","S4",4,3.6e-03,0,125,62.50,1950,"Ameletus spp.",9.40
"LeConte","S4",4,3.6e-03,0,125,62.50,1950,"Ameletus spp.",9.90
"LeConte","S4",4,3.6e-03,0,125,62.50,1950,"Ameletus spp.",8.90
"LeConte","S4",4,3.6e-03,0,125,62.50,1950,"Ameletus spp.",9.50
"LeConte","S4",4,3.6e-03,0,125,62.50,1950,"Ameletus spp.",6.00
"LeConte","S4",4,3.6e-03,0,125,62.50,1950,"Ameletus spp.",9.10
"LeConte","S4",4,3.6e-03,0,125,62.50,1950,"Ameletus spp.",9.50
"LeConte","S4",4,3.6e-03,0,125,62.50,1950,"Ameletus spp.",7.70
"LeConte","S4",4,3.6e-03,0,125,62.50,1950,"Ameletus spp.",9.30
"LeConte","S4",4,3.6e-03,0,125,62.50,1950,"Ameletus spp.",4.70
"LeConte","S4",4,3.6e-03,0,125,62.50,1950,"Ameletus spp.",8.60
"LeConte","S4",4,3.6e-03,0,125,62.50,1950,"Ameletus spp.",9.80
"LeConte","S4",4,3.6e-03,0,125,62.50,1950,"Ameletus spp.",8.80
"LeConte","S4",4,3.6e-03,0,125,62.50,1950,"Ameletus spp.",9.60
"LeConte","S4",4,3.6e-03,0,125,62.50,1950,"Ameletus spp.",10.40
"LeConte","S4",4,3.6e-03,0,125,62.50,1950,"Ameletus spp.",10.00
"LeConte","S4",4,3.6e-03,0,125,62.50,1950,"Ameletus spp.",9.40
"LeConte","S4",4,3.6e-03,0,125,62.50,1950,"Ameletus spp.",9.90
"LeConte","S4",4,3.6e-03,0,125,62.50,1950,"Ameletus spp.",10.00
"LeConte","S4",4,3.6e-03,0,125,62.50,1950,"Ameletus spp.",9.40
"LeConte","S4",4,3.6e-03,0,125,62.50,1950,"Ameletus spp.",9.80
"LeConte","S4",4,3.6e-03,0,125,62.50,1950,"Ameletus spp.",8.70
"LeConte","S4",4,3.6e-03,0,125,62.50,1950,"Ameletus spp.",9.40
"LeConte","S4",4,3.6e-03,0,125,62.50,1950,"Ameletus spp.",9.70
"LeConte","S4",4,3.6e-03,0,125,62.50,1950,"Ameletus spp.",9.10
"LeConte","S4",4,3.6e-03,0,125,62.50,1950,"Ameletus spp.",10.00
"LeConte","S4",4,3.6e-03,0,125,62.50,1950,"Ameletus spp.",9.80
"LeConte","S4",5,2.0e-03,0,250,0.00,1950,"Ameletus spp.",8.20
"LeConte","S4",5,2.0e-03,0,250,0.00,1950,"Ameletus spp.",8.20
"LeConte","S4",5,2.0e-03,0,250,0.00,1950,"Ameletus spp.",8.90
"LeConte","S4",5,2.0e-03,0,250,0.00,1950,"Ameletus spp.",8.40
"LeConte","S4",5,2.0e-03,0,250,0.00,1950,"Ameletus spp.",9.90
"LeConte","S4",5,2.0e-03,0,250,0.00,1950,"Ameletus spp.",8.10
"LeConte","S4",5,2.0e-03,0,250,0.00,1950,"Ameletus spp.",8.30
"LeConte","S4",5,2.0e-03,0,250,0.00,1950,"Ameletus spp.",10.50
"LeConte","S4",5,2.0e-03,0,250,0.00,1950,"Ameletus spp.",8.60
"LeConte","S4",5,2.0e-03,0,250,0.00,1950,"Ameletus spp.",8.30
"LeConte","S4",5,2.0e-03,0,250,0.00,1950,"Ameletus spp.",8.40
"LeConte","S4",5,2.0e-03,0,250,0.00,1950,"Ameletus spp.",10.00
"LeConte","S4",5,2.0e-03,0,250,0.00,1950,"Ameletus spp.",7.60
"LeConte","S4",5,2.0e-03,0,250,0.00,1950,"Ameletus spp.",8.50
"LeConte","S4",5,2.0e-03,0,250,0.00,1950,"Ameletus spp.",8.70
"LeConte","S4",5,2.0e-03,0,250,0.00,1950,"Ameletus spp.",8.60
"LeConte","S4",5,2.0e-03,0,250,0.00,1950,"Ameletus spp.",12.10
"LeConte","S4",5,2.0e-03,0,250,0.00,1950,"Ameletus spp.",9.30
"LeConte","S4",5,2.0e-03,0,250,0.00,1950,"Ameletus spp.",9.90
"LeConte","S4",5,2.0e-03,0,250,0.00,1950,"Ameletus spp.",9.80
"LeConte","S4",5,2.0e-03,0,250,0.00,1950,"Ameletus spp.",8.90
"LeConte","S4",5,2.0e-03,0,250,0.00,1950,"Ameletus spp.",9.30
"LeConte","S4",5,2.0e-03,0,250,0.00,1950,"Ameletus spp.",10.10
"LeConte","S4",5,2.0e-03,0,250,0.00,1950,"Ameletus spp.",10.30
"LeConte","S4",5,2.0e-03,0,250,0.00,1950,"Ameletus spp.",9.20
"LeConte","S4",6,4.7e-03,20,25,0.00,1950,"Ameletus spp.",11.00
"LeConte","S4",6,4.7e-03,20,25,0.00,1950,"Ameletus spp.",5.50
"LeConte","S4",6,4.7e-03,20,25,0.00,1950,"Ameletus spp.",5.70
"LeConte","S4",6,4.7e-03,20,25,0.00,1950,"Ameletus spp.",5.10
"LeConte","S4",6,4.7e-03,20,25,0.00,1950,"Ameletus spp.",10.80
"LeConte","S4",6,4.7e-03,20,25,0.00,1950,"Ameletus spp.",12.00
"LeConte","S4",6,4.7e-03,20,25,0.00,1950,"Ameletus spp.",10.70
"LeConte","S4",6,4.7e-03,20,25,0.00,1950,"Ameletus spp.",9.80
"LeConte","S4",7,4.3e-03,2,25,0.00,1970,"Ameletus spp.",5.30
"LeConte","S4",7,4.3e-03,2,25,0.00,1970,"Ameletus spp.",6.20
"LeConte","S4",7,4.3e-03,2,25,0.00,1970,"Ameletus spp.",9.70
"LeConte","S4",7,4.3e-03,2,25,0.00,1970,"Ameletus spp.",10.60
"LeConte","S4",7,4.3e-03,2,25,0.00,1970,"Ameletus spp.",11.60
"LeConte","S4",7,4.3e-03,2,25,0.00,1970,"Ameletus spp.",10.90
"LeConte","S4",7,4.3e-03,2,25,0.00,1970,"Ameletus spp.",10.40
"LeConte","S4",7,4.3e-03,2,25,0.00,1970,"Ameletus spp.",10.50
"LeConte","S4",8,3.9e-03,10,125,0.00,1970,"Ameletus spp.",5.20
"LeConte","S4",8,3.9e-03,10,125,0.00,1970,"Ameletus spp.",5.90
"LeConte","S4",8,3.9e-03,10,125,0.00,1970,"Ameletus spp.",5.70
"LeConte","S4",8,3.9e-03,10,125,0.00,1970,"Ameletus spp.",5.00
"LeConte","S4",8,3.9e-03,10,125,0.00,1970,"Ameletus spp.",5.40
"LeConte","S4",8,3.9e-03,10,125,0.00,1970,"Ameletus spp.",6.40
"LeConte","S4",8,3.9e-03,10,125,0.00,1970,"Ameletus spp.",3.50
"LeConte","S4",8,3.9e-03,10,125,0.00,1970,"Ameletus spp.",3.50
"LeConte","S4",8,3.9e-03,10,125,0.00,1970,"Ameletus spp.",4.60
"LeConte","S4",8,3.9e-03,10,125,0.00,1970,"Ameletus spp.",3.80
"LeConte","S4",8,3.9e-03,10,125,0.00,1970,"Ameletus spp.",3.50
"LeConte","S4",8,3.9e-03,10,125,0.00,1970,"Ameletus spp.",9.30
"LeConte","S4",8,3.9e-03,10,125,0.00,1970,"Ameletus spp.",9.50
"LeConte","S4",8,3.9e-03,10,125,0.00,1970,"Ameletus spp.",4.40
"LeConte","S4",8,3.9e-03,10,125,0.00,1970,"Ameletus spp.",10.80
"LeConte","S4",8,3.9e-03,10,125,0.00,1970,"Ameletus spp.",11.30
"LeConte","S4",8,3.9e-03,10,125,0.00,1970,"Ameletus spp.",11.40
"LeConte","S4",8,3.9e-03,10,125,0.00,1970,"Ameletus spp.",10.00
"LeConte","S4",8,3.9e-03,10,125,0.00,1970,"Ameletus spp.",10.00
"LeConte","S4",8,3.9e-03,10,125,0.00,1970,"Ameletus spp.",10.60
"LeConte","S4",8,3.9e-03,10,125,0.00,1970,"Ameletus spp.",10.20
"LeConte","S4",8,3.9e-03,10,125,0.00,1970,"Ameletus spp.",9.00
"LeConte","S4",8,3.9e-03,10,125,0.00,1970,"Ameletus spp.",10.20
"LeConte","S4",8,3.9e-03,10,125,0.00,1970,"Ameletus spp.",9.50
"LeConte","S4",8,3.9e-03,10,125,0.00,1970,"Ameletus spp.",9.90
"LeConte","S4",8,3.9e-03,10,125,0.00,1970,"Ameletus spp.",10.00
"LeConte","S4",8,3.9e-03,10,125,0.00,1970,"Ameletus spp.",9.40
"LeConte","S4",8,3.9e-03,10,125,0.00,1970,"Ameletus spp.",10.40
"LeConte","S4",8,3.9e-03,10,125,0.00,1970,"Ameletus spp.",8.60
"LeConte","S4",10,1.6e-03,20,250,0.00,1970,"Ameletus spp.",7.60
"LeConte","S4",10,1.6e-03,20,250,0.00,1970,"Ameletus spp.",8.20
"LeConte","S4",10,1.6e-03,20,250,0.00,1970,"Ameletus spp.",7.50
"LeConte","S4",10,1.6e-03,20,250,0.00,1970,"Ameletus spp.",6.30
"LeConte","S4",10,1.6e-03,20,250,0.00,1970,"Ameletus spp.",8.30
"LeConte","S4",10,1.6e-03,20,250,0.00,1970,"Ameletus spp.",8.00
"LeConte","S4",10,1.6e-03,20,250,0.00,1970,"Ameletus spp.",7.60
"LeConte","S4",10,1.6e-03,20,250,0.00,1970,"Ameletus spp.",10.00
"LeConte","S4",10,1.6e-03,20,250,0.00,1970,"Ameletus spp.",7.00
"LeConte","S4",10,1.6e-03,20,250,0.00,1970,"Ameletus spp.",7.80
"LeConte","S4",10,1.6e-03,20,250,0.00,1970,"Ameletus spp.",5.90
"LeConte","S4",10,1.6e-03,20,250,0.00,1970,"Ameletus spp.",9.20
"LeConte","S4",10,1.6e-03,20,250,0.00,1970,"Ameletus spp.",8.80
"LeConte","S4",10,1.6e-03,20,250,0.00,1970,"Ameletus spp.",8.20
"LeConte","S4",10,1.6e-03,20,250,0.00,1970,"Ameletus spp.",10.10
"LeConte","S4",10,1.6e-03,20,250,0.00,1970,"Ameletus spp.",8.00
"LeConte","S4",10,1.6e-03,20,250,0.00,1970,"Ameletus spp.",7.50
"LeConte","S4",10,1.6e-03,20,250,0.00,1970,"Ameletus spp.",8.90
"LeConte","S4",10,1.6e-03,20,250,0.00,1970,"Ameletus spp.",7.90
"LeConte","S4",10,1.6e-03,20,250,0.00,1970,"Ameletus spp.",8.80
"LeConte","S4",10,1.6e-03,20,250,0.00,1970,"Ameletus spp.",8.40
"LeConte","S4",10,1.6e-03,20,250,0.00,1970,"Ameletus spp.",10.00
"LeConte","S4",10,1.6e-03,20,250,0.00,1970,"Ameletus spp.",8.40
"LeConte","S4",10,1.6e-03,20,250,0.00,1970,"Ameletus spp.",8.40
"LeConte","S4",10,1.6e-03,20,250,0.00,1970,"Ameletus spp.",8.30
"LeConte","S4",10,1.6e-03,20,250,0.00,1970,"Ameletus spp.",8.20
"LeConte","S4",10,1.6e-03,20,250,0.00,1970,"Ameletus spp.",7.70
"LeConte","S4",10,1.6e-03,20,250,0.00,1970,"Ameletus spp.",8.30
"LeConte","S4",10,1.6e-03,20,250,0.00,1970,"Ameletus spp.",8.00
"LeConte","S4",10,1.6e-03,20,250,0.00,1970,"Ameletus spp.",8.90
"LeConte","S4",13,7.0e-04,2,250,0.00,1970,"Ameletus spp.",4.00
"LeConte","S4",13,7.0e-04,2,250,0.00,1970,"Ameletus spp.",7.10
"LeConte","S4",13,7.0e-04,2,250,0.00,1970,"Ameletus spp.",7.10
"LeConte","S4",13,7.0e-04,2,250,0.00,1970,"Ameletus spp.",8.50
"LeConte","S4",13,7.0e-04,2,250,0.00,1970,"Ameletus spp.",5.40
"LeConte","S4",13,7.0e-04,2,250,0.00,1970,"Ameletus spp.",5.30
"LeConte","S4",13,7.0e-04,2,250,0.00,1970,"Ameletus spp.",5.00
"LeConte","S4",13,7.0e-04,2,250,0.00,1970,"Ameletus spp.",4.20
"LeConte","S4",13,7.0e-04,2,250,0.00,1970,"Ameletus spp.",5.00
"LeConte","S4",13,7.0e-04,2,250,0.00,1970,"Ameletus spp.",5.10
"LeConte","S4",13,7.0e-04,2,250,0.00,1970,"Ameletus spp.",7.10
"LeConte","S4",13,7.0e-04,2,250,0.00,1970,"Ameletus spp.",2.70
"LeConte","S4",13,7.0e-04,2,250,0.00,1970,"Ameletus spp.",6.80
"LeConte","S4",13,7.0e-04,2,250,0.00,1970,"Ameletus spp.",5.50
"LeConte","S4",13,7.0e-04,2,250,0.00,1970,"Ameletus spp.",8.70
"LeConte","S4",13,7.0e-04,2,250,0.00,1970,"Ameletus spp.",6.80
"LeConte","S4",13,7.0e-04,2,250,0.00,1970,"Ameletus spp.",7.80
"LeConte","S4",13,7.0e-04,2,250,0.00,1970,"Ameletus spp.",8.10
"LeConte","S4",13,7.0e-04,2,250,0.00,1970,"Ameletus spp.",9.00
"LeConte","S4",13,7.0e-04,2,250,0.00,1970,"Ameletus spp.",8.80
"LeConte","S4",13,7.0e-04,2,250,0.00,1970,"Ameletus spp.",8.10
"LeConte","S4",13,7.0e-04,2,250,0.00,1970,"Ameletus spp.",8.10
"LeConte","S4",13,7.0e-04,2,250,0.00,1970,"Ameletus spp.",7.40
"LeConte","S4",13,7.0e-04,2,250,0.00,1970,"Ameletus spp.",8.50
"LeConte","S4",13,7.0e-04,2,250,0.00,1970,"Ameletus spp.",8.30
"LeConte","S4",13,7.0e-04,2,250,0.00,1970,"Ameletus spp.",7.50
"LeConte","S4",13,7.0e-04,2,250,0.00,1970,"Ameletus spp.",8.50
"LeConte","S4",13,7.0e-04,2,250,0.00,1970,"Ameletus spp.",8.30
"LeConte","S4",13,7.0e-04,2,250,0.00,1970,"Ameletus spp.",8.60
"LeConte","S4",13,7.0e-04,2,250,0.00,1970,"Ameletus spp.",7.60
"LeConte","S4",14,1.3e-03,10,250,0.00,1970,"Ameletus spp.",3.50
"LeConte","S4",14,1.3e-03,10,250,0.00,1970,"Ameletus spp.",4.90
"LeConte","S4",14,1.3e-03,10,250,0.00,1970,"Ameletus spp.",4.50
"LeConte","S4",14,1.3e-03,10,250,0.00,1970,"Ameletus spp.",5.70
"LeConte","S4",14,1.3e-03,10,250,0.00,1970,"Ameletus spp.",4.10
"LeConte","S4",14,1.3e-03,10,250,0.00,1970,"Ameletus spp.",5.90
"LeConte","S4",14,1.3e-03,10,250,0.00,1970,"Ameletus spp.",3.90
"LeConte","S4",14,1.3e-03,10,250,0.00,1970,"Ameletus spp.",5.60
"LeConte","S4",14,1.3e-03,10,250,0.00,1970,"Ameletus spp.",9.20
"LeConte","S4",14,1.3e-03,10,250,0.00,1970,"Ameletus spp.",5.30
"LeConte","S4",14,1.3e-03,10,250,0.00,1970,"Ameletus spp.",5.10
"LeConte","S4",14,1.3e-03,10,250,0.00,1970,"Ameletus spp.",5.20
"LeConte","S4",14,1.3e-03,10,250,0.00,1970,"Ameletus spp.",5.90
"LeConte","S4",14,1.3e-03,10,250,0.00,1970,"Ameletus spp.",5.50
"LeConte","S4",14,1.3e-03,10,250,0.00,1970,"Ameletus spp.",6.70
"LeConte","S4",14,1.3e-03,10,250,0.00,1970,"Ameletus spp.",6.40
"LeConte","S4",14,1.3e-03,10,250,0.00,1970,"Ameletus spp.",6.00
"LeConte","S4",14,1.3e-03,10,250,0.00,1970,"Ameletus spp.",7.70
"LeConte","S4",14,1.3e-03,10,250,0.00,1970,"Ameletus spp.",10.10
"LeConte","S4",14,1.3e-03,10,250,0.00,1970,"Ameletus spp.",5.50
"LeConte","S4",14,1.3e-03,10,250,0.00,1970,"Ameletus spp.",4.70
"LeConte","S4",14,1.3e-03,10,250,0.00,1970,"Ameletus spp.",4.70
"LeConte","S4",14,1.3e-03,10,250,0.00,1970,"Ameletus spp.",4.90
"LeConte","S4",14,1.3e-03,10,250,0.00,1970,"Ameletus spp.",4.10
"LeConte","S4",14,1.3e-03,10,250,0.00,1970,"Ameletus spp.",5.30
"LeConte","S4",14,1.3e-03,10,250,0.00,1970,"Ameletus spp.",5.20
"LeConte","S4",14,1.3e-03,10,250,0.00,1970,"Ameletus spp.",6.40
"LeConte","S4",14,1.3e-03,10,250,0.00,1970,"Ameletus spp.",3.80
"LeConte","S4",14,1.3e-03,10,250,0.00,1970,"Ameletus spp.",5.50
"LeConte","S4",14,1.3e-03,10,250,0.00,1970,"Ameletus spp.",4.20
"LeConte","S4",16,5.8e-03,0,25,25.00,1970,"Ameletus spp.",10.00
"LeConte","S4",16,5.8e-03,0,25,25.00,1970,"Ameletus spp.",10.40
"LeConte","S4",17,2.6e-03,10,25,0.00,1970,"Ameletus spp.",10.50
"LeConte","S4",17,2.6e-03,10,25,0.00,1970,"Ameletus spp.",10.00
"LeConte","S4",17,2.6e-03,10,25,0.00,1970,"Ameletus spp.",10.80
"LeConte","S4",17,2.6e-03,10,25,0.00,1970,"Ameletus spp.",10.10
"LeConte","S4",17,2.6e-03,10,25,0.00,1970,"Ameletus spp.",9.40
"Spur","S4",2,2.0e-03,20,25,0.00,2000,"Ameletus spp.",5.20
"Spur","S4",2,2.0e-03,20,25,0.00,2000,"Callibaetis spp.",5.80
"Spur","S4",2,2.0e-03,20,25,0.00,2000,"Callibaetis spp.",6.50
"Spur","S4",2,2.0e-03,20,25,0.00,2000,"Ameletus spp.",6.30
"Spur","S4",2,2.0e-03,20,25,0.00,2000,"Ameletus spp.",6.50
"Spur","S4",2,2.0e-03,20,25,0.00,2000,"Ameletus spp.",6.00
"Spur","S4",2,2.0e-03,20,25,0.00,2000,"Ameletus spp.",5.70
"Spur","S4",2,2.0e-03,20,25,0.00,2000,"Ameletus spp.",5.90
"Spur","S4",2,2.0e-03,20,25,0.00,2000,"Ameletus spp.",6.30
"Spur","S4",2,2.0e-03,20,25,0.00,2000,"Ameletus spp.",5.60
"Spur","S4",2,2.0e-03,20,25,0.00,2000,"Callibaetis spp.",5.30
"Spur","S4",2,2.0e-03,20,25,0.00,2000,"Ameletus spp.",6.10
"Spur","S4",2,2.0e-03,20,25,0.00,2000,"Callibaetis spp.",3.80
"Spur","S4",2,2.0e-03,20,25,0.00,2000,"Callibaetis spp.",6.20
"Spur","S4",2,2.0e-03,20,25,0.00,2000,"Callibaetis spp.",6.90
"Spur","S4",2,2.0e-03,20,25,0.00,2000,"Callibaetis spp.",7.30
"Spur","S4",2,2.0e-03,20,25,0.00,2000,"Callibaetis spp.",6.20
"Spur","S4",2,2.0e-03,20,25,0.00,2000,"Callibaetis spp.",6.40
"Spur","S4",2,2.0e-03,20,25,0.00,2000,"Callibaetis spp.",5.80
"Spur","S4",2,2.0e-03,20,25,0.00,2000,"Callibaetis spp.",3.20
"Spur","S4",2,2.0e-03,20,25,0.00,2000,"Ameletus spp.",6.20
"Spur","S4",3,8.7e-03,2,125,50.00,2000,"Callibaetis spp.",3.20
"Spur","S4",3,8.7e-03,2,125,50.00,2000,"Callibaetis spp.",6.50
"Spur","S4",3,8.7e-03,2,125,50.00,2000,"Callibaetis spp.",3.50
"Spur","S4",3,8.7e-03,2,125,50.00,2000,"Callibaetis spp.",3.90
"Spur","S4",3,8.7e-03,2,125,50.00,2000,"Callibaetis spp.",4.70
"Spur","S4",3,8.7e-03,2,125,50.00,2000,"Callibaetis spp.",3.50
"Spur","S4",3,8.7e-03,2,125,50.00,2000,"Callibaetis spp.",5.40
"Spur","S4",3,8.7e-03,2,125,50.00,2000,"Callibaetis spp.",4.60
"Spur","S4",3,8.7e-03,2,125,50.00,2000,"Callibaetis spp.",6.20
"Spur","S4",3,8.7e-03,2,125,50.00,2000,"Callibaetis spp.",5.50
"Spur","S4",3,8.7e-03,2,125,50.00,2000,"Callibaetis spp.",6.30
"Spur","S4",3,8.7e-03,2,125,50.00,2000,"Callibaetis spp.",6.40
"Spur","S4",3,8.7e-03,2,125,50.00,2000,"Callibaetis spp.",5.50
"Spur","S4",3,8.7e-03,2,125,50.00,2000,"Callibaetis spp.",5.90
