LakeID,SampleDate,CageNumber,AnimalNumber,GosnerStage,Predicted AFDM,Tadpole Density,MayflyDensity
10102,15-Jul-09,6,20,31,21.6770828,20,25
10102,15-Jul-09,7,1,31,21.6770828,2,25
10102,15-Jul-09,7,2,35,41.09057525,2,25
10102,15-Jul-09,8,1,29,15.25364885,10,250
10102,15-Jul-09,8,2,29,15.25364885,10,250
10102,15-Jul-09,8,3,37,55.0702515,10,250
10102,15-Jul-09,8,4,37,55.0702515,10,250
10102,15-Jul-09,8,5,31,21.6770828,10,250
10102,15-Jul-09,8,6,34,35.26976418,10,250
10102,15-Jul-09,8,7,35,41.09057525,10,250
10102,15-Jul-09,8,8,34,35.26976418,10,250
10102,15-Jul-09,8,9,32,25.62474666,10,250
10102,15-Jul-09,8,10,32,25.62474666,10,250
10102,15-Jul-09,9,1,38,63.37951266,20,0
10102,15-Jul-09,9,2,35,41.09057525,20,0
10102,15-Jul-09,9,3,32,25.62474666,20,0
10102,15-Jul-09,9,4,36,47.66646142,20,0
10102,15-Jul-09,9,5,37,55.0702515,20,0
10102,15-Jul-09,9,6,34,35.26976418,20,0
10102,15-Jul-09,9,7,38,63.37951266,20,0
10102,15-Jul-09,9,8,36,47.66646142,20,0
10102,15-Jul-09,9,9,36,47.66646142,20,0
10102,15-Jul-09,9,10,35,41.09057525,20,0
10102,15-Jul-09,9,11,37,55.0702515,20,0
10102,15-Jul-09,9,12,32,25.62474666,20,0
10102,15-Jul-09,9,13,31,21.6770828,20,0
10102,15-Jul-09,9,14,36,47.66646142,20,0
10102,15-Jul-09,9,15,35,41.09057525,20,0
10102,15-Jul-09,9,16,35,41.09057525,20,0
10102,15-Jul-09,9,17,31,21.6770828,20,0
10102,15-Jul-09,9,18,30,18.23725282,20,0
10102,15-Jul-09,9,19,33,30.13577137,20,0
10102,15-Jul-09,9,20,32,25.62474666,20,0
10102,15-Jul-09,10,1,31,21.6770828,20,250
10102,15-Jul-09,10,2,35,41.09057525,20,250
10102,15-Jul-09,10,3,31,21.6770828,20,250
10102,15-Jul-09,10,4,34,35.26976418,20,250
10102,15-Jul-09,10,5,31,21.6770828,20,250
10102,15-Jul-09,10,6,31,21.6770828,20,250
10102,15-Jul-09,10,7,37,55.0702515,20,250
10102,15-Jul-09,10,8,35,41.09057525,20,250
10102,15-Jul-09,10,9,35,41.09057525,20,250
10102,15-Jul-09,10,10,35,41.09057525,20,250
10102,15-Jul-09,10,11,35,41.09057525,20,250
10102,15-Jul-09,10,12,35,41.09057525,20,250
10102,15-Jul-09,10,13,37,55.0702515,20,250
10102,15-Jul-09,10,14,31,21.6770828,20,250
10102,15-Jul-09,10,15,32,25.62474666,20,250
10102,15-Jul-09,10,16,36,47.66646142,20,250
10102,15-Jul-09,10,17,36,47.66646142,20,250
10102,15-Jul-09,10,18,30,18.23725282,20,250
10102,15-Jul-09,10,19,31,21.6770828,20,250
10102,15-Jul-09,10,20,36,47.66646142,20,250
10102,15-Jul-09,12,1,36,47.66646142,10,0
10102,15-Jul-09,12,2,31,21.6770828,10,0
10102,15-Jul-09,12,3,38,63.37951266,10,0
10102,15-Jul-09,12,4,36,47.66646142,10,0
10102,15-Jul-09,12,5,35,41.09057525,10,0
10102,15-Jul-09,12,6,29,15.25364885,10,0
10102,15-Jul-09,12,7,33,30.13577137,10,0
10102,15-Jul-09,12,8,33,30.13577137,10,0
10102,15-Jul-09,12,9,35,41.09057525,10,0
10102,15-Jul-09,12,10,35,41.09057525,10,0
10102,15-Jul-09,13,1,31,21.6770828,2,250
10102,15-Jul-09,13,2,36,47.66646142,2,250
10102,15-Jul-09,14,1,36,47.66646142,10,250
10102,15-Jul-09,14,2,35,41.09057525,10,250
10102,15-Jul-09,14,3,31,21.6770828,10,250
10102,15-Jul-09,14,4,35,41.09057525,10,250
10102,15-Jul-09,14,5,34,35.26976418,10,250
10102,15-Jul-09,14,6,35,41.09057525,10,250
10102,15-Jul-09,14,7,36,47.66646142,10,250
10102,15-Jul-09,14,8,32,25.62474666,10,250
10102,15-Jul-09,14,9,36,47.66646142,10,250
10102,15-Jul-09,14,10,37,55.0702515,10,250
10102,15-Jul-09,17,1,36,47.66646142,10,25
10102,15-Jul-09,17,2,32,25.62474666,10,25
10102,15-Jul-09,17,3,31,21.6770828,10,25
10102,15-Jul-09,17,4,31,21.6770828,10,25
10102,15-Jul-09,17,5,32,25.62474666,10,25
10102,15-Jul-09,17,6,31,21.6770828,10,25
10102,15-Jul-09,17,7,30,18.23725282,10,25
10102,15-Jul-09,17,8,31,21.6770828,10,25
10102,15-Jul-09,17,9,31,21.6770828,10,25
10102,15-Jul-09,17,10,36,47.66646142,10,25
10102,1-Aug-09,1,1,41,94.59040089,20,125
10102,1-Aug-09,1,2,34,35.26976418,20,125
10102,1-Aug-09,1,3,39,72.67671818,20,125
10102,1-Aug-09,1,4,35,41.09057525,20,125
10102,1-Aug-09,1,5,39,72.67671818,20,125
10102,1-Aug-09,1,6,41,94.59040089,20,125
10102,1-Aug-09,1,7,31,21.6770828,20,125
10102,1-Aug-09,1,8,41,94.59040089,20,125
10102,1-Aug-09,1,9,35,41.09057525,20,125
10102,1-Aug-09,1,10,35,41.09057525,20,125
10102,1-Aug-09,1,11,32,25.62474666,20,125
10102,1-Aug-09,1,12,34,35.26976418,20,125
10102,1-Aug-09,1,13,35,41.09057525,20,125
10102,1-Aug-09,1,14,34,35.26976418,20,125
10102,1-Aug-09,1,15,35,41.09057525,20,125
10102,1-Aug-09,1,16,36,47.66646142,20,125
10102,1-Aug-09,1,17,35,41.09057525,20,125
10102,1-Aug-09,1,18,35,41.09057525,20,125
10102,1-Aug-09,1,19,33,30.13577137,20,125
10102,1-Aug-09,1,20,34,35.26976418,20,125
10102,1-Aug-09,2,1,35,41.09057525,2,125
10102,1-Aug-09,2,2,33,30.13577137,2,125
10102,1-Aug-09,3,1,31,21.6770828,2,0
10102,1-Aug-09,3,2,37,55.0702515,2,0
10102,1-Aug-09,6,1,41,94.59040089,20,25
10102,1-Aug-09,6,2,39,72.67671818,20,25
10102,1-Aug-09,6,3,40,83.04941641,20,25
10102,1-Aug-09,6,4,36,47.66646142,20,25
10102,1-Aug-09,6,5,35,41.09057525,20,25
10102,1-Aug-09,6,6,36,47.66646142,20,25
10102,1-Aug-09,6,7,31,21.6770828,20,25
10102,1-Aug-09,6,8,35,41.09057525,20,25
10102,1-Aug-09,6,9,35,41.09057525,20,25
10102,1-Aug-09,6,10,34,35.26976418,20,25
10102,1-Aug-09,6,11,36,47.66646142,20,25
10102,1-Aug-09,6,12,35,41.09057525,20,25
10102,1-Aug-09,6,13,32,25.62474666,20,25
10102,1-Aug-09,6,14,36,47.66646142,20,25
10102,1-Aug-09,6,15,34,35.26976418,20,25
10102,1-Aug-09,6,16,33,30.13577137,20,25
10102,1-Aug-09,6,17,35,41.09057525,20,25
10102,1-Aug-09,6,18,34,35.26976418,20,25
10102,1-Aug-09,6,19,35,41.09057525,20,25
10102,1-Aug-09,6,20,30,18.23725282,20,25
10102,1-Aug-09,7,1,35,41.09057525,2,25
10102,1-Aug-09,7,2,34,35.26976418,2,25
10102,1-Aug-09,8,1,35,41.09057525,10,125
10102,1-Aug-09,8,2,35,41.09057525,10,125
10102,1-Aug-09,8,3,35,41.09057525,10,125
10102,1-Aug-09,8,4,36,47.66646142,10,125
10102,1-Aug-09,8,5,36,47.66646142,10,125
10102,1-Aug-09,8,6,35,41.09057525,10,125
10102,1-Aug-09,8,7,31,21.6770828,10,125
10102,1-Aug-09,8,8,31,21.6770828,10,125
10102,1-Aug-09,8,9,39,72.67671818,10,125
10102,1-Aug-09,8,10,39,72.67671818,10,125
10102,1-Aug-09,9,1,35,41.09057525,20,0
10102,1-Aug-09,9,2,41,94.59040089,20,0
10102,1-Aug-09,9,3,39,72.67671818,20,0
10102,1-Aug-09,9,4,41,94.59040089,20,0
10102,1-Aug-09,9,5,37,55.0702515,20,0
10102,1-Aug-09,9,6,36,47.66646142,20,0
10102,1-Aug-09,9,7,33,30.13577137,20,0
10102,1-Aug-09,9,8,34,35.26976418,20,0
10102,1-Aug-09,9,9,36,47.66646142,20,0
10102,1-Aug-09,9,10,32,25.62474666,20,0
10102,1-Aug-09,9,11,34,35.26976418,20,0
10102,1-Aug-09,9,12,35,41.09057525,20,0
10102,1-Aug-09,9,13,35,41.09057525,20,0
10102,1-Aug-09,9,14,35,41.09057525,20,0
10102,1-Aug-09,9,15,36,47.66646142,20,0
10102,1-Aug-09,9,16,32,25.62474666,20,0
10102,1-Aug-09,9,17,32,25.62474666,20,0
10102,1-Aug-09,9,18,32,25.62474666,20,0
10102,1-Aug-09,9,19,35,41.09057525,20,0
10102,1-Aug-09,9,20,31,21.6770828,20,0
10102,1-Aug-09,10,1,40,83.04941641,20,250
10102,1-Aug-09,10,2,32,25.62474666,20,250
10102,1-Aug-09,10,3,36,47.66646142,20,250
10102,1-Aug-09,10,4,38,63.37951266,20,250
10102,1-Aug-09,10,5,36,47.66646142,20,250
10102,1-Aug-09,10,6,34,35.26976418,20,250
10102,1-Aug-09,10,7,35,41.09057525,20,250
10102,1-Aug-09,10,8,35,41.09057525,20,250
10102,1-Aug-09,10,9,35,41.09057525,20,250
10102,1-Aug-09,10,10,36,47.66646142,20,250
10102,1-Aug-09,10,11,32,25.62474666,20,250
10102,1-Aug-09,10,12,32,25.62474666,20,250
10102,1-Aug-09,10,13,35,41.09057525,20,250
10102,1-Aug-09,10,14,33,30.13577137,20,250
10102,1-Aug-09,10,15,35,41.09057525,20,250
10102,1-Aug-09,10,16,35,41.09057525,20,250
10102,1-Aug-09,10,17,34,35.26976418,20,250
10102,1-Aug-09,10,18,32,25.62474666,20,250
10102,1-Aug-09,10,19,31,21.6770828,20,250
10102,1-Aug-09,10,20,31,21.6770828,20,250
10102,1-Aug-09,12,1,37,55.0702515,10,0
10102,1-Aug-09,12,2,30,18.23725282,10,0
10102,1-Aug-09,12,3,31,21.6770828,10,0
10102,1-Aug-09,12,4,36,47.66646142,10,0
10102,1-Aug-09,12,5,35,41.09057525,10,0
10102,1-Aug-09,12,6,36,47.66646142,10,0
10102,1-Aug-09,12,7,37,55.0702515,10,0
10102,1-Aug-09,12,8,37,55.0702515,10,0
10102,1-Aug-09,12,9,40,83.04941641,10,0
10102,1-Aug-09,12,10,37,55.0702515,10,0
10102,1-Aug-09,13,1,37,55.0702515,2,250
10102,1-Aug-09,13,2,35,41.09057525,2,250
10102,1-Aug-09,13,3,37,55.0702515,2,250
10102,1-Aug-09,14,1,36,47.66646142,10,250
10102,1-Aug-09,14,2,37,55.0702515,10,250
10102,1-Aug-09,14,3,37,55.0702515,10,250
10102,1-Aug-09,14,4,34,35.26976418,10,250
10102,1-Aug-09,14,5,36,47.66646142,10,250
10102,1-Aug-09,14,6,37,55.0702515,10,250
10102,1-Aug-09,14,7,33,30.13577137,10,250
10102,1-Aug-09,14,8,36,47.66646142,10,250
10102,1-Aug-09,14,9,31,21.6770828,10,250
10102,1-Aug-09,14,10,32,25.62474666,10,250
10102,1-Aug-09,17,1,31,21.6770828,10,25
10102,1-Aug-09,17,2,31,21.6770828,10,25
10102,1-Aug-09,17,3,35,41.09057525,10,25
10102,1-Aug-09,17,4,37,55.0702515,10,25
10102,1-Aug-09,17,5,34,35.26976418,10,25
10102,1-Aug-09,17,6,31,21.6770828,10,25
10102,1-Aug-09,17,7,32,25.62474666,10,25
10102,1-Aug-09,17,8,33,30.13577137,10,25
10102,1-Aug-09,17,9,37,55.0702515,10,25
10102,1-Aug-09,17,10,31,21.6770828,10,25
10102,23-Aug-09,1,1,33,30.13577137,20,125
10102,23-Aug-09,1,2,37,55.0702515,20,125
10102,23-Aug-09,1,3,38,63.37951266,20,125
10102,23-Aug-09,1,4,36,47.66646142,20,125
10102,23-Aug-09,1,5,37,55.0702515,20,125
10102,23-Aug-09,1,6,36,47.66646142,20,125
10102,23-Aug-09,1,7,36,47.66646142,20,125
10102,23-Aug-09,1,8,37,55.0702515,20,125
10102,23-Aug-09,1,9,37,55.0702515,20,125
10102,23-Aug-09,1,10,36,47.66646142,20,125
10102,23-Aug-09,1,11,36,47.66646142,20,125
10102,23-Aug-09,1,12,37,55.0702515,20,125
10102,23-Aug-09,1,13,34,35.26976418,20,125
10102,23-Aug-09,1,14,36,47.66646142,20,125
10102,23-Aug-09,1,15,33,30.13577137,20,125
10102,23-Aug-09,1,16,33,30.13577137,20,125
10102,23-Aug-09,1,17,37,55.0702515,20,125
10102,23-Aug-09,1,18,37,55.0702515,20,125
10102,23-Aug-09,1,19,37,55.0702515,20,125
10102,23-Aug-09,1,20,36,47.66646142,20,125
10102,23-Aug-09,2,1,35,41.09057525,2,125
10102,23-Aug-09,2,2,34,35.26976418,2,125
10102,23-Aug-09,3,1,36,47.66646142,2,0
10102,23-Aug-09,3,2,32,25.62474666,2,0
10102,23-Aug-09,6,1,32,25.62474666,20,25
10102,23-Aug-09,6,2,37,55.0702515,20,25
10102,23-Aug-09,6,3,36,47.66646142,20,25
10102,23-Aug-09,6,4,36,47.66646142,20,25
10102,23-Aug-09,6,5,32,25.62474666,20,25
10102,23-Aug-09,6,6,35,41.09057525,20,25
10102,23-Aug-09,6,7,36,47.66646142,20,25
10102,23-Aug-09,6,8,31,21.6770828,20,25
10102,23-Aug-09,6,9,35,41.09057525,20,25
10102,23-Aug-09,6,10,32,25.62474666,20,25
10102,23-Aug-09,6,11,36,47.66646142,20,25
10102,23-Aug-09,6,12,35,41.09057525,20,25
10102,23-Aug-09,6,13,35,41.09057525,20,25
10102,23-Aug-09,6,14,35,41.09057525,20,25
10102,23-Aug-09,6,15,34,35.26976418,20,25
10102,23-Aug-09,6,16,36,47.66646142,20,25
10102,23-Aug-09,6,17,35,41.09057525,20,25
10102,23-Aug-09,6,18,31,21.6770828,20,25
10102,23-Aug-09,6,19,32,25.62474666,20,25
10102,23-Aug-09,6,20,35,41.09057525,20,25
10102,23-Aug-09,7,1,34,35.26976418,2,25
10102,23-Aug-09,7,2,31,21.6770828,2,25
10102,23-Aug-09,8,1,34,35.26976418,10,125
10102,23-Aug-09,8,2,35,41.09057525,10,125
10102,23-Aug-09,8,3,34,35.26976418,10,125
10102,23-Aug-09,8,4,32,25.62474666,10,125
10102,23-Aug-09,8,5,31,21.6770828,10,125
10102,23-Aug-09,8,6,33,30.13577137,10,125
10102,23-Aug-09,8,7,34,35.26976418,10,125
10102,23-Aug-09,8,8,34,35.26976418,10,125
10102,23-Aug-09,8,9,35,41.09057525,10,125
10102,23-Aug-09,8,10,34,35.26976418,10,125
10102,23-Aug-09,8,11,27,10.4673259,10,125
10102,23-Aug-09,9,1,36,47.66646142,20,0
10102,23-Aug-09,9,2,37,55.0702515,20,0
10102,23-Aug-09,9,3,36,47.66646142,20,0
10102,23-Aug-09,9,4,37,55.0702515,20,0
10102,23-Aug-09,9,5,32,25.62474666,20,0
10102,23-Aug-09,9,6,37,55.0702515,20,0
10102,23-Aug-09,9,7,38,63.37951266,20,0
10102,23-Aug-09,9,8,36,47.66646142,20,0
10102,23-Aug-09,9,9,33,30.13577137,20,0
10102,23-Aug-09,9,10,32,25.62474666,20,0
10102,23-Aug-09,9,11,36,47.66646142,20,0
10102,23-Aug-09,9,12,36,47.66646142,20,0
10102,23-Aug-09,9,13,32,25.62474666,20,0
10102,23-Aug-09,9,14,35,41.09057525,20,0
10102,23-Aug-09,9,15,32,25.62474666,20,0
10102,23-Aug-09,9,16,34,35.26976418,20,0
10102,23-Aug-09,9,17,34,35.26976418,20,0
10102,23-Aug-09,9,18,34,35.26976418,20,0
10102,23-Aug-09,9,19,36,47.66646142,20,0
10102,23-Aug-09,9,20,34,35.26976418,20,0
10102,23-Aug-09,10,1,31,21.6770828,20,250
10102,23-Aug-09,10,2,36,47.66646142,20,250
10102,23-Aug-09,10,3,35,41.09057525,20,250
10102,23-Aug-09,10,4,38,63.37951266,20,250
10102,23-Aug-09,10,5,33,30.13577137,20,250
10102,23-Aug-09,10,6,36,47.66646142,20,250
10102,23-Aug-09,10,7,35,41.09057525,20,250
10102,23-Aug-09,10,8,36,47.66646142,20,250
10102,23-Aug-09,10,9,36,47.66646142,20,250
10102,23-Aug-09,10,10,31,21.6770828,20,250
10102,23-Aug-09,10,11,31,21.6770828,20,250
10102,23-Aug-09,10,12,31,21.6770828,20,250
10102,23-Aug-09,10,13,31,21.6770828,20,250
10102,23-Aug-09,10,14,31,21.6770828,20,250
10102,23-Aug-09,10,15,34,35.26976418,20,250
10102,23-Aug-09,10,16,34,35.26976418,20,250
10102,23-Aug-09,10,17,35,41.09057525,20,250
10102,23-Aug-09,10,18,31,21.6770828,20,250
10102,23-Aug-09,10,19,36,47.66646142,20,250
10102,23-Aug-09,10,20,35,41.09057525,20,250
10102,23-Aug-09,12,1,34,35.26976418,10,0
10102,23-Aug-09,12,2,35,41.09057525,10,0
10102,23-Aug-09,12,3,35,41.09057525,10,0
10102,23-Aug-09,12,4,35,41.09057525,10,0
10102,23-Aug-09,12,5,36,47.66646142,10,0
10102,23-Aug-09,12,6,35,41.09057525,10,0
10102,23-Aug-09,12,7,31,21.6770828,10,0
10102,23-Aug-09,12,8,36,47.66646142,10,0
10102,23-Aug-09,12,9,35,41.09057525,10,0
10102,23-Aug-09,12,10,31,21.6770828,10,0
10102,23-Aug-09,13,1,36,47.66646142,2,250
10102,23-Aug-09,13,2,32,25.62474666,2,250
10102,23-Aug-09,14,1,37,55.0702515,10,250
10102,23-Aug-09,14,2,37,55.0702515,10,250
10102,23-Aug-09,14,3,32,25.62474666,10,250
10102,23-Aug-09,14,4,35,41.09057525,10,250
10102,23-Aug-09,14,5,33,30.13577137,10,250
10102,23-Aug-09,14,6,36,47.66646142,10,250
10102,23-Aug-09,14,7,35,41.09057525,10,250
10102,23-Aug-09,14,8,35,41.09057525,10,250
10102,23-Aug-09,14,9,35,41.09057525,10,250
10102,23-Aug-09,14,10,32,25.62474666,10,250
10102,23-Aug-09,17,1,36,47.66646142,10,25
10102,23-Aug-09,17,2,32,25.62474666,10,25
10102,23-Aug-09,17,3,33,30.13577137,10,25
10102,23-Aug-09,17,4,34,35.26976418,10,25
10102,23-Aug-09,17,5,36,47.66646142,10,25
10102,23-Aug-09,17,6,33,30.13577137,10,25
10102,23-Aug-09,17,7,31,21.6770828,10,25
10102,23-Aug-09,17,8,33,30.13577137,10,25
10102,23-Aug-09,17,9,31,21.6770828,10,25
10102,23-Aug-09,17,10,34,35.26976418,10,25
10102,14-Sep-09,1,1,35,41.09057525,20,125
10102,14-Sep-09,1,2,35,41.09057525,20,125
10102,14-Sep-09,1,3,35,41.09057525,20,125
10102,14-Sep-09,1,4,35,41.09057525,20,125
10102,14-Sep-09,1,5,34,35.26976418,20,125
10102,14-Sep-09,1,6,34,35.26976418,20,125
10102,14-Sep-09,1,7,34,35.26976418,20,125
10102,14-Sep-09,1,8,35,41.09057525,20,125
10102,14-Sep-09,1,9,33,30.13577137,20,125
10102,14-Sep-09,1,10,35,41.09057525,20,125
10102,14-Sep-09,1,11,34,35.26976418,20,125
10102,14-Sep-09,1,12,35,41.09057525,20,125
10102,14-Sep-09,1,13,37,55.0702515,20,125
10102,14-Sep-09,1,14,36,47.66646142,20,125
10102,14-Sep-09,1,15,34,35.26976418,20,125
10102,14-Sep-09,1,16,36,47.66646142,20,125
10102,14-Sep-09,1,17,35,41.09057525,20,125
10102,14-Sep-09,1,18,31,21.6770828,20,125
10102,14-Sep-09,1,19,31,21.6770828,20,125
10102,14-Sep-09,1,20,34,35.26976418,20,125
10102,14-Sep-09,2,1,36,47.66646142,2,125
10102,14-Sep-09,2,2,34,35.26976418,2,125
10102,14-Sep-09,3,1,33,30.13577137,2,0
10102,14-Sep-09,3,2,36,47.66646142,2,0
10102,14-Sep-09,6,1,35,41.09057525,20,25
10102,14-Sep-09,6,2,36,47.66646142,20,25
10102,14-Sep-09,6,3,36,47.66646142,20,25
10102,14-Sep-09,6,4,36,47.66646142,20,25
10102,14-Sep-09,6,5,35,41.09057525,20,25
10102,14-Sep-09,6,6,36,47.66646142,20,25
10102,14-Sep-09,6,7,35,41.09057525,20,25
10102,14-Sep-09,6,8,34,35.26976418,20,25
10102,14-Sep-09,6,9,35,41.09057525,20,25
10102,14-Sep-09,6,10,35,41.09057525,20,25
10102,14-Sep-09,6,11,32,25.62474666,20,25
10102,14-Sep-09,6,12,35,41.09057525,20,25
10102,14-Sep-09,6,13,31,21.6770828,20,25
10102,14-Sep-09,6,14,36,47.66646142,20,25
10102,14-Sep-09,6,15,33,30.13577137,20,25
10102,14-Sep-09,6,16,30,18.23725282,20,25
10102,14-Sep-09,6,17,36,47.66646142,20,25
10102,14-Sep-09,6,18,33,30.13577137,20,25
10102,14-Sep-09,6,19,31,21.6770828,20,25
10102,14-Sep-09,6,20,30,18.23725282,20,25
10102,14-Sep-09,7,1,35,41.09057525,2,25
10102,14-Sep-09,7,2,32,25.62474666,2,25
10102,14-Sep-09,8,1,34,35.26976418,10,125
10102,14-Sep-09,8,2,35,41.09057525,10,125
10102,14-Sep-09,8,3,33,30.13577137,10,125
10102,14-Sep-09,8,4,34,35.26976418,10,125
10102,14-Sep-09,8,5,31,21.6770828,10,125
10102,14-Sep-09,8,6,35,41.09057525,10,125
10102,14-Sep-09,8,7,36,47.66646142,10,125
10102,14-Sep-09,8,8,33,30.13577137,10,125
10102,14-Sep-09,8,9,30,18.23725282,10,125
10102,14-Sep-09,8,10,27,10.4673259,10,125
10102,14-Sep-09,9,1,36,47.66646142,20,0
10102,14-Sep-09,9,2,35,41.09057525,20,0
10102,14-Sep-09,9,3,36,47.66646142,20,0
10102,14-Sep-09,9,4,32,25.62474666,20,0
10102,14-Sep-09,9,5,36,47.66646142,20,0
10102,14-Sep-09,9,6,35,41.09057525,20,0
10102,14-Sep-09,9,7,36,47.66646142,20,0
10102,14-Sep-09,9,8,31,21.6770828,20,0
10102,14-Sep-09,9,9,35,41.09057525,20,0
10102,14-Sep-09,9,10,33,30.13577137,20,0
10102,14-Sep-09,9,11,37,55.0702515,20,0
10102,14-Sep-09,9,12,35,41.09057525,20,0
10102,14-Sep-09,9,13,35,41.09057525,20,0
10102,14-Sep-09,9,14,33,30.13577137,20,0
10102,14-Sep-09,9,15,31,21.6770828,20,0
10102,14-Sep-09,9,16,35,41.09057525,20,0
10102,14-Sep-09,9,17,36,47.66646142,20,0
10102,14-Sep-09,9,18,34,35.26976418,20,0
10102,14-Sep-09,9,19,34,35.26976418,20,0
10102,14-Sep-09,9,20,33,30.13577137,20,0
10102,14-Sep-09,10,1,34,35.26976418,20,250
10102,14-Sep-09,10,2,35,41.09057525,20,250
10102,14-Sep-09,10,3,31,21.6770828,20,250
10102,14-Sep-09,10,4,38,63.37951266,20,250
10102,14-Sep-09,10,5,33,30.13577137,20,250
10102,14-Sep-09,10,6,36,47.66646142,20,250
10102,14-Sep-09,10,7,31,21.6770828,20,250
10102,14-Sep-09,10,8,36,47.66646142,20,250
10102,14-Sep-09,10,9,31,21.6770828,20,250
10102,14-Sep-09,10,10,35,41.09057525,20,250
10102,14-Sep-09,10,11,34,35.26976418,20,250
10102,14-Sep-09,10,12,35,41.09057525,20,250
10102,14-Sep-09,10,13,31,21.6770828,20,250
10102,14-Sep-09,10,14,35,41.09057525,20,250
10102,14-Sep-09,10,15,36,47.66646142,20,250
10102,14-Sep-09,10,16,35,41.09057525,20,250
10102,14-Sep-09,10,17,36,47.66646142,20,250
10102,14-Sep-09,10,18,31,21.6770828,20,250
10102,14-Sep-09,10,19,32,25.62474666,20,250
10102,14-Sep-09,10,20,35,41.09057525,20,250
10102,14-Sep-09,12,1,36,47.66646142,10,0
10102,14-Sep-09,12,2,36,47.66646142,10,0
10102,14-Sep-09,12,3,35,41.09057525,10,0
10102,14-Sep-09,12,4,36,47.66646142,10,0
10102,14-Sep-09,12,5,32,25.62474666,10,0
10102,14-Sep-09,12,6,37,55.0702515,10,0
10102,14-Sep-09,12,7,37,55.0702515,10,0
10102,14-Sep-09,12,8,33,30.13577137,10,0
10102,14-Sep-09,12,9,29,15.25364885,10,0
10102,14-Sep-09,12,10,31,21.6770828,10,0
10102,14-Sep-09,13,1,35,41.09057525,2,250
10102,14-Sep-09,13,2,31,21.6770828,2,250
10102,14-Sep-09,14,1,31,21.6770828,10,250
10102,14-Sep-09,14,2,36,47.66646142,10,250
10102,14-Sep-09,14,3,35,41.09057525,10,250
10102,14-Sep-09,14,4,33,30.13577137,10,250
10102,14-Sep-09,14,5,37,55.0702515,10,250
10102,14-Sep-09,14,6,35,41.09057525,10,250
10102,14-Sep-09,14,7,35,41.09057525,10,250
10102,14-Sep-09,14,8,35,41.09057525,10,250
10102,14-Sep-09,14,9,34,35.26976418,10,250
10102,14-Sep-09,14,10,35,41.09057525,10,250
10102,14-Sep-09,17,1,33,30.13577137,10,25
10102,14-Sep-09,17,2,36,47.66646142,10,25
10102,14-Sep-09,17,3,31,21.6770828,10,25
10102,14-Sep-09,17,4,36,47.66646142,10,25
10102,14-Sep-09,17,5,32,25.62474666,10,25
10102,14-Sep-09,17,6,33,30.13577137,10,25
10102,14-Sep-09,17,7,32,25.62474666,10,25
10102,14-Sep-09,17,8,32,25.62474666,10,25
10102,14-Sep-09,17,9,31,21.6770828,10,25
10102,14-Sep-09,17,10,31,21.6770828,10,25
