LakeID,LakeNAme,SampleDate,SampleNumber,CageOrder#,CageID,CageID,EpiAFDM,SamplePeriod,EpiWtperM^2,EpiGroRate,EGRperM^2,CtrlDiff,TadDens,TotTadWtMsrdCage,TadWtStart,TadWtEnd,TadWtChange,MFCount,MFDens,MFDensChg,MFPropChg,MFBiomassStart,MFBiomassEnd,MFBiomassChange,meanSampleTemp,totalSampleTemp,light,PctBoulder,PctCobble,PctGravel,PctSand,PctSilt,PctBedrock,elevation
10102,LeConte,15-Jul-09,S1,11,11,11,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,1970,37.5,25,37.5,0,0,0,3213
10102,LeConte,15-Jul-09,S1,12,12,12,NA,NA,NA,NA,NA,NA,10,34.9,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,1970,0,0,0,0,0,100,3213
10102,LeConte,15-Jul-09,S1,13,13,13,NA,NA,NA,NA,NA,NA,2,5.3,NA,NA,NA,250,250,0,0,0.812906,NA,NA,NA,NA,1970,0,0,0,0,0,100,3213
10102,LeConte,15-Jul-09,S1,14,14,14,NA,NA,NA,NA,NA,NA,10,34.1,NA,NA,NA,250,250,0,0,0.812906,NA,NA,NA,NA,1970,25,0,0,0,0,75,3213
10102,LeConte,15-Jul-09,S1,15,15,15,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,1970,100,0,0,0,0,0,3213
10102,LeConte,15-Jul-09,S1,16,16,16,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,25,25,0,0,0.0812906,NA,NA,NA,NA,1970,75,0,0,0,25,0,3213
10102,LeConte,15-Jul-09,S1,17,17,17,NA,NA,NA,NA,NA,NA,10,30.8,NA,NA,NA,25,25,0,0,0.0812906,NA,NA,NA,NA,1970,0,37.5,37.5,0,0,25,3213
10102,LeConte,2-Aug-09,S2,1,1,1,0.001,16,0.078764965,6.25E-05,0.00492281,-0.003938253,20,59.5,85.1,59.5,-25.6,121,125,-4,-3.2,0.406453,0.5209288,-0.1144758,10.79379252,226.6696429,1950,75,25,0,0,0,0,3213
10102,LeConte,2-Aug-09,S2,2,2,2,0.0027,16,0.212665406,0.00016875,0.013291588,-0.021660381,2,6.2,6.9,6.2,-0.7,100,125,-25,-20,0.406453,0.4305196,-0.0240666,10.79379252,226.6696429,1950,0,0,0,0,100,0,3213
10102,LeConte,2-Aug-09,S2,3,3,3,0.0018,16,0.141776938,0.0001125,0.008861059,-0.017229847,2,4.9,6.4,4.9,-1.5,0,0,0,0,0,0,0,10.79379252,226.6696429,1950,0,0,0,0,100,0,3213
10102,LeConte,2-Aug-09,S2,4,4,4,0.0025,16,0.196912413,0.00015625,0.012307026,0.003445963,0,0,0,0,0,98,125,-27,-21.6,0.406453,0.4219093,-0.0154563,10.79379252,226.6696429,1950,37.5,0,0,0,62.5,0,3213
10102,LeConte,2-Aug-09,S2,5,5,5,0.0013,16,0.102394455,8.13E-05,0.006399653,-0.003445972,0,0,0,0,0,190,250,-60,-24,0.812906,0.8179873,-0.0050813,10.79379252,226.6696429,1950,100,0,0,0,0,0,3213
10102,LeConte,2-Aug-09,S2,6,6,6,0.0008,16,0.063011972,5.00E-05,0.003938248,-0.004430533,20,52.3,73.3,52.3,-21,24,25,-1,-4,0.0812906,0.1033247,-0.0220341,10.79379252,226.6696429,1950,100,0,0,0,0,0,3213
10102,LeConte,2-Aug-09,S2,7,7,7,0.0011,16,0.086641462,6.88E-05,0.005415091,0.001476841,2,6.2,5.7,6.2,0.5,22,25,-3,-12,0.0812906,0.09471432,-0.01342372,10.79379252,226.6696429,1970,0,50,0,0,0,50,3213
10102,LeConte,2-Aug-09,S2,8,8,8,0.001,16,0.078764965,6.25E-05,0.00492281,-0.012307034,10,29.8,35.7,29.8,-5.9,104,125,-21,-16.8,0.406453,0.4477404,-0.0412874,10.79379252,226.6696429,1970,50,25,0,0,0,25,3213
10102,LeConte,2-Aug-09,S2,9,9,9,0.0055,16,0.433207309,0.00034375,0.027075457,-0.025106355,20,57.55,74.6,57.55,-17.05,0,0,0,0,0,0,0,10.79379252,226.6696429,1970,50,0,25,25,0,0,3213
10102,LeConte,2-Aug-09,S2,10,10,10,0.002,16,0.157529931,0.000125,0.009845621,-0.040859348,20,46.9,67.7,46.9,-20.8,190,250,-60,-24,0.812906,0.8179873,-0.0050813,10.79379252,226.6696429,1970,37.5,25,37.5,0,0,0,3213
10102,LeConte,2-Aug-09,S2,11,11,11,0.0036,16,0.283553875,0.000225,0.017722117,0.007876492,0,0,0,0,0,0,0,0,0,0,0,0,10.79379252,226.6696429,1970,37.5,25,37.5,0,0,0,3213
10102,LeConte,2-Aug-09,S2,12,12,12,0.0031,16,0.244171393,0.00019375,0.015260712,0.009845618,10,24.8,34.9,24.8,-10.1,0,0,0,0,0,0,0,10.79379252,226.6696429,1970,0,0,0,0,0,100,3213
10102,LeConte,2-Aug-09,S2,13,13,13,0.0016,16,0.126023945,1.00E-04,0.007876497,-0.003445972,2,7,5.3,7,1.7,192,250,-58,-23.2,0.812906,0.8265977,-0.0136917,10.79379252,226.6696429,1970,0,0,0,0,0,100,3213
10102,LeConte,2-Aug-09,S2,14,14,14,0.0016,16,0.126023945,1.00E-04,0.007876497,0.001969122,10,24.3,34.1,24.3,-9.8,149,250,-101,-40.4,0.812906,0.641473,0.171433,10.79379252,226.6696429,1970,25,0,0,0,0,75,3213
10102,LeConte,2-Aug-09,S2,15,15,15,0.0083,16,0.653749212,0.00051875,0.040859326,0.033967389,0,0,0,0,0,0,0,0,0,0,0,0,10.79379252,226.6696429,1970,100,0,0,0,0,0,3213
10102,LeConte,2-Aug-09,S2,16,16,16,0.0078,16,0.61436673,0.0004875,0.038397921,0.023137202,0,0,0,0,0,21,25,-4,-16,0.0812906,0.09040913,-0.00911853,10.79379252,226.6696429,1970,75,0,0,0,25,0,3213
10102,LeConte,2-Aug-09,S2,17,17,17,0.0025,16,0.196912413,0.00015625,0.012307026,-0.006891943,10,23.8,30.8,23.8,-7,11,25,-14,-56,0.0812906,0.04735716,0.03393344,10.79379252,226.6696429,1970,0,37.5,37.5,0,0,25,3213
10102,LeConte,2-Aug-09,S2,10.1,C10,30,0.0103,16,0.8112795,0.00064375,0.050704969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,25,37.5,0,0,0,3213
10102,LeConte,2-Aug-09,S2,11.1,C11,31,0.002,16,0.15753,0.000125,0.009845625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,25,37.5,0,0,0,3213
10102,LeConte,2-Aug-09,S2,12.1,C12,32,0.0011,16,0.0866415,6.88E-05,0.005415094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,100,3213
10102,LeConte,2-Aug-09,S2,13.1,C13,33,0.0023,16,0.1811595,0.00014375,0.011322469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,100,3213
10102,LeConte,2-Aug-09,S2,14.1,C14,34,0.0012,16,0.094518,0.000075,0.005907375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,0,75,3213
10102,LeConte,2-Aug-09,S2,15.1,C15,35,0.0014,16,0.110271,8.75E-05,0.006891938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,3213
10102,LeConte,2-Aug-09,S2,16.1,C16,36,0.0031,16,0.2441715,0.00019375,0.015260719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,0,0,0,25,0,3213
10102,LeConte,2-Aug-09,S2,17.1,C17,37,0.0039,16,0.3071835,0.00024375,0.019198969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,37.5,37.5,0,0,25,3213
10102,LeConte,2-Aug-09,S2,2.1,C2,38,0.0071,16,0.5592315,0.00044375,0.034951969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,0,3213
10102,LeConte,2-Aug-09,S2,3.1,C3,39,0.0053,16,0.4174545,0.00033125,0.026090906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,0,3213
10102,LeConte,2-Aug-09,S2,4.1,C4,40,0.0018,16,0.141777,0.0001125,0.008861063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,0,0,0,62.5,0,3213
10102,LeConte,2-Aug-09,S2,5.1,C5,41,0.002,16,0.15753,0.000125,0.009845625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,3213
10102,LeConte,2-Aug-09,S2,6.1,C6,42,0.0017,16,0.1339005,0.00010625,0.008368781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,3213
10102,LeConte,2-Aug-09,S2,7.1,C7,43,0.0008,16,0.063012,5.00E-05,0.00393825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0,0,0,50,3213
10102,LeConte,2-Aug-09,S2,8.1,C8,44,0.0035,16,0.2756775,0.00021875,0.017229844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,25,0,0,0,25,3213
10102,LeConte,2-Aug-09,S2,9.1,C9,45,0.0106,16,0.834909,0.0006625,0.052181812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,25,25,0,0,3213
10102,LeConte,24-Aug-09,S3,1,1,1,0.0002,23,0.015752993,8.70E-06,0.000684913,-0.005136848,20,49.8,50.4,49.8,-0.6,73,125,-52,-41.6,0.5381496,0.4432272,0.0949224,12.73822464,292.9791667,1950,75,25,0,0,0,0,3213
10102,LeConte,24-Aug-09,S3,2,2,2,0.0014,23,0.110270951,6.09E-05,0.004794389,0.001027367,2,5.5,6.2,5.5,-0.7,58,125,-67,-53.6,0.5381496,0.3521531,0.1859965,12.73822464,292.9791667,1950,0,0,0,0,100,0,3213
10102,LeConte,24-Aug-09,S3,3,3,3,0.0053,23,0.417454316,0.000230435,0.018150188,0.014383166,2,6.1,4.9,6.1,1.2,0,0,0,0,0,0,0,12.73822464,292.9791667,1950,0,0,0,0,100,0,3213
10102,LeConte,24-Aug-09,S3,4,4,4,0.0013,23,0.102394455,5.65E-05,0.004451933,-0.004451937,0,0,0,0,0,82,125,-43,-34.4,0.5381496,0.4978716,0.040278,12.73822464,292.9791667,1950,37.5,0,0,0,62.5,0,3213
10102,LeConte,24-Aug-09,S3,5,5,5,0.0026,23,0.20478891,0.000113043,0.008903866,0.002739649,0,0,0,0,0,171,250,-79,-31.6,1.076299,1.038244,0.038055,12.73822464,292.9791667,1950,100,0,0,0,0,0,3213
10102,LeConte,24-Aug-09,S3,6,6,6,0.0061,23,0.480466289,0.000265217,0.020889839,0.0188351,20,47.3,53.7,47.3,-6.4,11,25,-14,-56,0.1076299,0.06678765,0.04084225,12.73822464,292.9791667,1950,100,0,0,0,0,0,3213
10102,LeConte,24-Aug-09,S3,7,7,7,0.0045,23,0.354442344,0.000195652,0.015410537,0.00821895,2,6.9,6.2,6.9,0.7,7,25,-18,-72,0.1076299,0.04250123,-0.3173824,12.73822464,292.9791667,1970,0,50,0,0,0,50,3213
10102,LeConte,24-Aug-09,S3,8,8,8,0.0041,23,0.322936358,0.000178261,0.014040711,0.008903863,10,22.7,26.4,22.7,-3.7,81,125,-44,-35.2,0.5381496,0.4918,0.0463496,12.73822464,292.9791667,1970,50,25,0,0,0,25,3213
10102,LeConte,24-Aug-09,S3,9,9,9,0.0073,23,0.574984247,0.000317391,0.024999315,0.02054738,20,54.2,53.85,54.2,0.35,0,0,0,0,0,0,0,12.73822464,292.9791667,1970,50,0,25,25,0,0,3213
10102,LeConte,24-Aug-09,S3,10,10,10,0.002,23,0.157529931,8.70E-05,0.006849127,0.001712279,20,49.5,46.4,49.5,3.1,179,250,-71,-28.4,1.076299,1.086817,-0.010518,12.73822464,292.9791667,1970,37.5,25,37.5,0,0,0,3213
10102,LeConte,24-Aug-09,S3,11,11,11,0.0056,23,0.441083806,0.000243478,0.019177557,0.016095448,0,0,0,0,0,0,0,0,0,0,0,0,12.73822464,292.9791667,1970,37.5,25,37.5,0,0,0,3213
10102,LeConte,24-Aug-09,S3,12,12,12,0.0055,23,0.433207309,0.00023913,0.0188351,0.011301057,10,24.1,25.9,24.1,-1.8,0,0,0,0,0,0,0,12.73822464,292.9791667,1970,0,0,0,0,0,100,3213
10102,LeConte,24-Aug-09,S3,13,13,13,0.0014,23,0.110270951,6.09E-05,0.004794389,-0.000342459,2,5.3,7,5.3,-1.7,176,250,-74,-29.6,1.076299,1.068602,0.007697,12.73822464,292.9791667,1970,0,0,0,0,0,100,3213
10102,LeConte,24-Aug-09,S3,14,14,14,0.0009,23,0.070888469,3.91E-05,0.003082107,-0.003424567,10,26.3,24.3,26.3,2,62,250,-188,-75.2,1.076299,0.3764395,0.6998595,12.73822464,292.9791667,1970,25,0,0,0,0,75,3213
10102,LeConte,24-Aug-09,S3,15,15,15,0.009,23,0.708884688,0.000391304,0.030821073,0.024314399,0,0,0,0,0,0,0,0,0,0,0,0,12.73822464,292.9791667,1970,100,0,0,0,0,0,3213
10102,LeConte,24-Aug-09,S3,16,16,16,0.006,23,0.472589792,0.00026087,0.020547382,0.014040708,0,0,0,0,0,15,25,-10,-40,0.1076299,0.09107407,0.01655583,12.73822464,292.9791667,1970,75,0,0,0,25,0,3213
10102,LeConte,24-Aug-09,S3,17,17,17,0.0046,23,0.362318841,0.0002,0.015752993,0.012670884,10,25.4,23.8,25.4,1.6,10,25,-15,-60,0.1076299,0.06071605,0.04691385,12.73822464,292.9791667,1970,0,37.5,37.5,0,0,25,3213
10102,LeConte,24-Aug-09,S3,1.1,C1,30,0.0017,23,0.1339005,7.39E-05,0.005821761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,25,0,0,0,0,3213
10102,LeConte,24-Aug-09,S3,10.1,C10,31,0.0015,23,0.1181475,6.52E-05,0.005136848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,25,37.5,0,0,0,3213
10102,LeConte,24-Aug-09,S3,11.1,C11,32,0.0009,23,0.0708885,3.91E-05,0.003082109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,25,37.5,0,0,0,3213
10102,LeConte,24-Aug-09,S3,12.1,C12,33,0.0022,23,0.173283,9.57E-05,0.007534043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,100,3213
10102,LeConte,24-Aug-09,S3,13.1,C13,34,0.0015,23,0.1181475,6.52E-05,0.005136848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,100,3213
10102,LeConte,24-Aug-09,S3,14.1,C14,35,0.0019,23,0.1496535,8.26E-05,0.006506674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,0,75,3213
10102,LeConte,24-Aug-09,S3,15.1,C15,36,0.0019,23,0.1496535,8.26E-05,0.006506674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,3213
10102,LeConte,24-Aug-09,S3,16.1,C16,37,0.0019,23,0.1496535,8.26E-05,0.006506674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,0,0,0,25,0,3213
10102,LeConte,24-Aug-09,S3,17.1,C17,38,0.0009,23,0.0708885,3.91E-05,0.003082109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,37.5,37.5,0,0,25,3213
10102,LeConte,24-Aug-09,S3,3.1,C3,39,0.0011,23,0.0866415,4.78E-05,0.003767022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,0,3213
10102,LeConte,24-Aug-09,S3,4.1,C4,40,0.0026,23,0.204789,0.000113043,0.00890387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,0,0,0,62.5,0,3213
10102,LeConte,24-Aug-09,S3,5.1,C5,41,0.0018,23,0.141777,7.83E-05,0.006164217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,3213
10102,LeConte,24-Aug-09,S3,6.1,C6,42,0.0006,23,0.047259,2.61E-05,0.002054739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,3213
10102,LeConte,24-Aug-09,S3,7.1,C7,43,0.0021,23,0.1654065,9.13E-05,0.007191587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0,0,0,50,3213
10102,LeConte,24-Aug-09,S3,8.1,C8,44,0.0015,23,0.1181475,6.52E-05,0.005136848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,25,0,0,0,25,3213
10102,LeConte,24-Aug-09,S3,9.1,C9,45,0.0013,23,0.1023945,5.65E-05,0.004451935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,25,25,0,0,3213
10102,LeConte,24-Aug-09,S3,0,CONTROL A,46,0.0032,39,0.252048,8.21E-05,0.006462769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,100,3213
10102,LeConte,24-Aug-09,S3,0,CONTROL B,47,0.0061,39,0.4804665,0.00015641,0.012319654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,100,3213
10102,LeConte,12-Sep-09,S4,1,1,1,0.004,19,0.315059861,0.000210526,0.016582098,0.003730966,20,51.3,49.8,51.3,1.5,47,125,-78,-62.4,0.7589506,0.1125558,0.6463948,12.78279506,242.8731061,1950,75,25,0,0,0,0,3213
10102,LeConte,12-Sep-09,S4,2,2,2,0.0045,19,0.354442344,0.000236842,0.01865486,0.011607465,2,6.3,5.5,6.3,0.8,39,125,-86,-68.8,0.7589506,0.0933974,0.6655532,12.78279506,242.8731061,1950,0,0,0,0,100,0,3213
10102,LeConte,12-Sep-09,S4,3,3,3,0.0044,19,0.346565848,0.000231579,0.018240308,0.011192913,2,6,6.1,6,-0.1,0,0,0,0,0,0,0,12.78279506,242.8731061,1950,0,0,0,0,100,0,3213
10102,LeConte,12-Sep-09,S4,4,4,4,0.0036,19,0.283553875,0.000189474,0.014923888,0.011607467,0,0,0,0,0,38,125,-87,-69.6,0.7589506,0.03100259,0.72794801,12.78279506,242.8731061,1950,37.5,0,0,0,62.5,0,3213
10102,LeConte,12-Sep-09,S4,5,5,5,0.002,19,0.157529931,0.000105263,0.008291049,0.002487312,0,0,0,0,0,89,250,-161,-64.4,1.517901,0.2131376,1.3047634,12.78279506,242.8731061,1950,100,0,0,0,0,0,3213
10102,LeConte,12-Sep-09,S4,6,6,6,0.0047,19,0.370195337,0.000247368,0.019483965,0.014094781,20,50.3,47.3,50.3,3,6,25,-19,-76,0.1517901,0.01436883,0.13742127,12.78279506,242.8731061,1950,100,0,0,0,0,0,3213
10102,LeConte,12-Sep-09,S4,7,7,7,0.0043,19,0.338689351,0.000226316,0.017825755,0.009949255,2,5.9,6.9,5.9,-1,8,25,-17,-68,0.1517901,0.01915844,0.13263166,12.78279506,242.8731061,1970,0,50,0,0,0,50,3213
10102,LeConte,12-Sep-09,S4,8,8,8,0.0039,19,0.307183365,0.000205263,0.016167546,0.007461941,10,22.7,22.7,22.7,0,43,125,-82,-65.6,0.7589506,0.1029766,0.655974,12.78279506,242.8731061,1970,50,25,0,0,0,25,3213
10102,LeConte,12-Sep-09,S4,9,9,9,0.0066,19,0.519848771,0.000347368,0.027360462,0.016996646,20,60.1,54.2,60.1,5.9,0,0,0,0,0,0,0,12.78279506,242.8731061,1970,50,0,25,25,0,0,3213
10102,LeConte,12-Sep-09,S4,10,10,10,0.0016,19,0.126023945,8.42E-05,0.006632839,-0.000829108,20,49.5,49.5,49.5,0,113,250,-137,-54.8,1.517901,0.270613,1.247288,12.78279506,242.8731061,1970,37.5,25,37.5,0,0,0,3213
10102,LeConte,12-Sep-09,S4,11,11,11,0.0031,19,0.244171393,0.000163158,0.012851126,0.007047389,0,0,0,0,0,0,0,0,0,0,0,0,12.78279506,242.8731061,1970,37.5,25,37.5,0,0,0,3213
10102,LeConte,12-Sep-09,S4,12,12,12,0.002,19,0.157529931,0.000105263,0.008291049,0.001658207,10,26.3,24.1,26.3,2.2,0,0,0,0,0,0,0,12.78279506,242.8731061,1970,0,0,0,0,0,100,3213
10102,LeConte,12-Sep-09,S4,13,13,13,0.0007,19,0.055135476,3.68E-05,0.002901867,-0.00290187,2,6.4,5.3,6.4,1.1,135,250,-115,-46,1.517901,0.3232987,1.1946023,12.78279506,242.8731061,1970,0,0,0,0,0,100,3213
10102,LeConte,12-Sep-09,S4,14,14,14,0.0013,19,0.102394455,6.84E-05,0.005389182,0.00041455,10,28.9,26.3,28.9,2.6,34,250,-216,-86.4,1.517901,0.08142337,1.43647763,12.78279506,242.8731061,1970,25,0,0,0,0,75,3213
10102,LeConte,12-Sep-09,S4,15,15,15,0.0054,19,0.425330813,0.000284211,0.022385832,0.012851121,0,0,0,0,0,0,0,0,0,0,0,0,12.78279506,242.8731061,1970,100,0,0,0,0,0,3213
10102,LeConte,12-Sep-09,S4,16,16,16,0.0058,19,0.456836799,0.000305263,0.024044042,0.018240305,0,0,0,0,0,0,25,-25,-100,0.1517901,0,0.1517901,12.78279506,242.8731061,1970,75,0,0,0,25,0,3213
10102,LeConte,12-Sep-09,S4,17,17,17,0.0026,19,0.20478891,0.000136842,0.010778364,0.004560075,10,28.6,25.4,28.6,3.2,0,25,-25,-100,0.1517901,0,0.1517901,12.78279506,242.8731061,1970,0,37.5,37.5,0,0,25,3213
10102,LeConte,12-Sep-09,S4,1.1,C1,40,0.0031,19,0.2441715,0.000163158,0.012851132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,25,0,0,0,0,3213
10102,LeConte,12-Sep-09,S4,10.1,C10,41,0.0018,19,0.141777,9.47E-05,0.007461947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,25,37.5,0,0,0,3213
10102,LeConte,12-Sep-09,S4,11.1,C11,42,0.0014,19,0.110271,7.37E-05,0.005803737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,25,37.5,0,0,0,3213
10102,LeConte,12-Sep-09,S4,12.1,C12,43,0.0016,19,0.126024,8.42E-05,0.006632842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,100,3213
10102,LeConte,12-Sep-09,S4,13.1,C13,44,0.0014,19,0.110271,7.37E-05,0.005803737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,100,3213
10102,LeConte,12-Sep-09,S4,14.1,C14,45,0.0012,19,0.094518,6.32E-05,0.004974632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,0,75,3213
10102,LeConte,12-Sep-09,S4,15.1,C15,46,0.0023,19,0.1811595,0.000121053,0.009534711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,3213
10102,LeConte,12-Sep-09,S4,16.1,C16,47,0.0014,19,0.110271,7.37E-05,0.005803737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,0,0,0,25,0,3213
10102,LeConte,12-Sep-09,S4,17.1,C17,48,0.0015,19,0.1181475,7.89E-05,0.006218289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,37.5,37.5,0,0,25,3213
10102,LeConte,12-Sep-09,S4,3.1,C3,49,0.0017,19,0.1339005,8.95E-05,0.007047395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,0,3213
10102,LeConte,12-Sep-09,S4,4.1,C4,50,0.0008,19,0.063012,4.21E-05,0.003316421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,0,0,0,62.5,0,3213
